region,state,semana_ref,chuva_media_semanal,temperatura_media,umidade_media,vento_medio,pressao_media,radiacao_media
N,AP,2021-01-11,13.35,27.00327,80.15535,2.0163739,1004.1717,1575.0782
N,AP,2021-01-18,33.85,25.258091,87.03825,1.6819265,1004.9123,1163.1892
N,AP,2021-01-25,38.000004,25.298515,87.17262,1.6764883,1004.60254,1094.234
N,AP,2021-02-01,40.1,25.846432,86.00893,1.904464,1005.01434,1172.0327
N,AP,2021-02-08,53.600002,25.25804,87.79762,1.840476,1004.5707,1072.7932
N,AP,2021-02-15,26.400002,24.976494,86.10395,1.8206385,1006.03186,1093.2374
N,AP,2021-02-22,31.950006,25.098772,87.44115,1.7125564,1005.02734,1168.6997
N,AP,2021-03-01,63.349983,24.766994,88.55036,1.5631247,1004.9757,1019.76685
N,AP,2021-03-08,50.549995,25.001003,87.66998,1.5017534,1005.7098,1113.8069
N,AP,2021-03-15,9.1,26.28571,79.9494,1.7761904,1005.24536,1434.9835
N,AP,2021-03-22,40.05,25.437502,85.88095,1.5904763,1006.03906,1282.1318
N,AP,2021-03-29,44.949997,25.348515,88.71726,1.522321,1004.6023,956.9231
N,AP,2021-04-05,27.350004,25.703037,87.15571,1.5218599,1004.60095,1212.8281
N,AP,2021-04-12,36.65,25.680061,87.4494,1.5333331,1005.4022,1164.8187
N,AP,2021-04-19,29.599998,25.64735,86.71414,1.3973143,1005.9745,1214.9375
N,AP,2021-04-26,7.9,28.094662,74.379944,1.8391764,1004.8096,1639.3748
NE,BA,2014-12-29,0.33,25.654537,67.649155,2.122277,972.7072,1851.3544
NE,BA,2015-01-05,9.349999,25.40325,70.62736,2.3001113,974.21265,1651.8387
NE,BA,2015-01-12,3.9399998,25.977692,65.199394,2.3758388,973.6561,1726.011
NE,BA,2015-01-19,11.900001,25.827084,67.46678,2.3318849,972.5181,1616.231
NE,BA,2015-01-26,6.644999,26.359756,67.22586,2.2260892,972.70734,1746.9371
NE,BA,2015-02-02,30.860004,25.646482,73.02532,2.1077976,971.76764,1403.4589
NE,BA,2015-02-09,6.1850004,26.179031,67.641426,2.176857,973.9121,1790.2383
NE,BA,2015-02-16,37.734997,25.375795,74.1923,2.259887,972.4103,1493.7618
NE,BA,2015-02-23,32.2,25.264606,78.24092,1.8671465,971.9276,1528.1504
NE,BA,2015-03-02,10.075,25.942333,72.26382,1.9927028,971.60455,1718.7933
NE,BA,2015-03-09,5.3450003,26.733776,66.52517,2.1501946,969.71313,1783.5894
NE,BA,2015-03-16,16.605,25.913061,70.83354,1.9584228,970.93146,1484.5322
NE,BA,2015-03-23,9.824999,26.377546,72.16886,1.8731273,973.28424,1621.2764
NE,BA,2015-03-30,6.6100006,26.568909,66.538536,1.9942539,971.18,1764.826
NE,BA,2015-04-06,30.144995,25.625597,75.45473,2.1667707,971.0893,1299.0442
NE,BA,2015-04-13,7.8849998,26.145906,72.25775,1.8364987,971.60095,1524.2756
NE,BA,2015-04-20,25.18,26.258797,73.88138,1.734558,971.3347,1372.0135
NE,BA,2015-04-27,31.484997,23.948126,82.32482,1.7968944,970.0295,994.7357
NE,BA,2015-05-04,8.930002,24.59477,77.09062,1.8173555,972.47473,1321.3822
NE,BA,2015-05-11,23.420002,24.05733,77.65398,2.2712233,974.57935,1121.7454
NE,BA,2015-05-18,26.360004,23.226261,78.653824,2.433134,976.2803,1055.6527
NE,BA,2015-05-25,6.7599998,23.744188,75.98989,1.7134448,971.28876,1310.9426
NE,BA,2015-06-01,29.839996,23.284588,77.74886,2.2385833,973.60144,1114.7346
NE,BA,2015-06-08,16.45,23.249134,77.82162,1.8428398,974.4291,1137.6147
NE,BA,2015-06-15,11.734999,23.156975,73.06558,2.0793388,975.5742,1312.9933
NE,BA,2015-06-22,27.070002,21.794401,77.7452,2.5477877,978.62976,1022.78937
NE,BA,2015-06-29,17.455,22.659174,76.76207,1.8863386,975.881,1159.3373
NE,BA,2015-07-06,12.985001,23.06362,76.047615,2.0909395,976.68195,1072.3119
NE,BA,2015-07-13,20.91,22.259903,75.81168,2.6381774,977.53314,1233.0361
NE,BA,2015-07-20,13.875,21.992386,75.21553,1.9665115,976.8672,1269.5245
NE,BA,2015-07-27,8.435,22.347988,72.20747,2.308764,976.73267,1388.2509
NE,BA,2015-08-03,4.775,21.743061,70.05706,2.0645995,976.43463,1386.1897
NE,BA,2015-08-10,18.868294,21.50697,73.157104,2.9606931,977.3997,1257.8142
NE,BA,2015-08-17,8.866667,23.022964,71.25316,2.235593,975.1905,1367.4221
NE,BA,2015-08-24,3.704762,23.934414,66.97081,2.2409647,975.0705,1533.1166
NE,BA,2015-08-31,1.3809524,24.342438,61.069305,2.274923,974.235,1650.7367
NE,BA,2015-09-07,0.16666667,25.48193,61.157074,2.6642714,973.8669,1653.1924
NE,BA,2015-09-14,6.72857,24.501183,65.15584,2.7554936,974.6992,1597.4319
NE,BA,2015-09-21,0.54761904,25.518301,59.44102,2.6993165,972.783,1788.6897
NE,BA,2015-09-28,0.42380956,25.667353,58.90566,2.6695867,971.58295,1808.4537
NE,BA,2015-10-05,8.485714,25.440153,63.33099,2.84866,973.1277,1572.8475
NE,BA,2015-10-12,1.247619,25.93299,58.997128,2.9311366,973.84717,1837.4667
NE,BA,2015-10-19,3.061905,26.73284,59.241447,2.6291099,971.93115,1729.222
NE,BA,2015-10-26,13.466666,26.240873,63.677887,2.659083,971.8093,1562.0519
NE,BA,2015-11-02,0.16666667,27.152033,56.943584,2.917804,971.24005,1940.761
NE,BA,2015-11-09,1.652381,27.414394,56.390312,2.7693508,971.0394,1869.9069
NE,BA,2015-11-16,6.957144,27.576826,62.332245,2.671371,968.226,1673.4143
NE,BA,2015-11-23,28.652382,27.316784,67.08478,2.2627847,968.82776,1530.7444
NE,BA,2015-11-30,6.438096,27.87691,59.0188,2.456851,970.67957,1908.8447
NE,BA,2015-12-07,0.6333334,27.801987,57.46292,2.6648254,971.4329,1956.8893
NE,BA,2015-12-14,2.733333,27.199562,59.296673,2.7257013,971.63104,1842.1526
NE,BA,2015-12-21,6.1761904,27.018377,61.377785,3.0198846,972.1077,1681.4154
NE,BA,2015-12-28,5.771428,27.551535,62.41311,2.4198132,971.17236,1648.897
NE,BA,2016-01-04,76.82857,25.379679,78.59764,1.9050401,971.0165,1202.0533
NE,BA,2016-01-11,39.028572,26.199007,76.54846,1.886823,970.05286,1317.8143
NE,BA,2016-01-18,118.619026,24.341276,86.26848,1.6799506,970.31976,1011.49115
NE,BA,2016-01-25,26.209528,25.366621,78.592064,2.0470183,972.53107,1520.8318
NE,BA,2016-02-01,6.0666666,25.46339,74.7993,1.8661423,972.9813,1722.5035
NE,BA,2016-02-08,4.990476,26.218428,70.01426,1.8178347,971.8047,1750.1772
NE,BA,2016-02-15,9.142858,26.119923,70.57989,2.1728528,971.3776,1731.7112
NE,BA,2016-02-22,2.5666668,26.524853,68.91688,2.1674855,971.4654,1753.3544
NE,BA,2016-02-29,4.55238,26.793106,69.05206,2.0834618,971.2339,1671.8765
NE,BA,2016-03-07,3.1809525,26.797598,68.47288,2.0129433,971.2935,1725.0988
NE,BA,2016-03-14,8.5523815,26.4833,67.98512,2.1533139,972.5504,1670.8281
NE,BA,2016-03-21,4.57619,27.215178,66.78965,2.1210747,971.8192,1654.1427
NE,BA,2016-03-28,9.471428,26.238136,69.50833,2.0464377,972.41846,1425.7881
NE,BA,2016-04-04,3.627907,26.896341,66.96308,1.975596,971.0797,1536.5406
NE,BA,2016-04-11,14.190697,25.838179,68.88906,2.348991,972.5773,1421.7769
NE,BA,2016-04-18,8.697675,25.224937,68.5388,2.0756266,973.0441,1468.2222
NE,BA,2016-04-25,1.8186047,26.258938,65.11312,1.9247277,971.0941,1566.2443
NE,BA,2016-05-02,12.711629,25.258512,69.30718,2.2647145,973.9392,1359.5682
NE,BA,2016-05-09,8.0372095,24.89082,67.845474,1.8889666,974.0481,1381.417
NE,BA,2016-05-16,4.8186045,24.935783,69.102036,1.9054167,974.42914,1367.4303
NE,BA,2016-05-23,20.106667,23.915882,72.72946,2.1788673,974.0774,1158.101
NE,BA,2016-05-30,0.7086956,25.089083,66.733025,1.6638197,971.2552,1414.8949
NE,BA,2016-06-06,2.5913045,25.6585,66.35328,1.7107713,973.3248,1362.298
NE,BA,2016-06-13,11.552173,22.836914,70.24971,2.4642766,977.2748,1192.8022
NE,BA,2016-06-20,10.517392,22.829197,70.02972,2.557525,976.2732,1253.7896
NE,BA,2016-06-27,20.313044,22.229662,73.53145,2.5903444,978.49457,1240.4866
NE,BA,2016-07-04,11.230434,22.679226,72.337036,1.9962405,977.4488,1218.1191
NE,BA,2016-07-11,1.1608696,22.961252,66.69544,1.6998076,974.0587,1509.7025
NE,BA,2016-07-18,10.856523,23.216597,66.67137,2.1405783,975.22546,1354.0521
NE,BA,2016-07-25,11.326087,22.243078,68.69916,2.6433597,975.9087,1312.4304
NE,BA,2016-08-01,12.339129,22.328428,69.99727,2.2389846,976.5662,1340.0884
NE,BA,2016-08-08,1.4956522,23.638994,62.39838,1.9432197,973.3417,1562.4122
NE,BA,2016-08-15,1.4130435,24.981611,62.18266,2.2146792,972.80804,1584.0795
NE,BA,2016-08-22,31.39565,23.417158,69.05117,2.7660806,974.7636,1260.097
NE,BA,2016-08-29,13.326086,23.91541,67.01778,2.5658507,973.85565,1460.7356
NE,BA,2016-09-05,4.7608695,23.87736,63.52295,2.5345645,974.8875,1617.8523
NE,BA,2016-09-12,3.2434785,24.952982,61.39323,2.3910995,972.44836,1661.1488
NE,BA,2016-09-19,2.9826086,25.328598,62.52495,2.2459607,971.5048,1495.292
NE,BA,2016-09-26,18.556522,25.215248,70.12951,2.371715,969.58136,1308.8772
NE,BA,2016-10-03,26.708698,25.691805,70.7377,2.265767,969.1075,1293.2551
NE,BA,2016-10-10,9.53913,25.28689,65.80231,2.9209723,973.54706,1597.4836
NE,BA,2016-10-17,4.582609,26.123402,63.52709,2.5923383,970.75104,1726.4543
NE,BA,2016-10-24,5.43913,26.594477,60.02515,2.7848067,970.53796,1830.8356
NE,BA,2016-10-31,13.156521,26.01011,61.634193,3.1480286,973.1869,1773.889
NE,BA,2016-11-07,21.617395,25.700113,68.98762,2.5167391,970.5641,1306.6105
NE,BA,2016-11-14,60.695652,25.008736,77.94608,2.367651,967.6589,1065.7345
NE,BA,2016-11-21,2.4956522,25.972761,66.21266,2.1985407,969.5572,1799.6398
NE,BA,2016-11-28,5.921739,26.68222,63.350163,2.2332115,969.1713,1748.1102
NE,BA,2016-12-05,10.978262,26.882753,68.16686,2.2523258,968.5191,1619.7905
NE,BA,2016-12-12,21.39565,25.830345,69.24238,2.4959571,969.8808,1563.2622
NE,BA,2016-12-19,9.956522,25.67465,67.99092,2.5156825,969.9834,1614.5406
NE,BA,2016-12-26,0.83478254,26.535278,62.63937,2.5700443,970.55707,1657.8839
NE,BA,2017-01-02,1.9608697,27.028465,59.40519,2.4813,970.1217,1784.1278
NE,BA,2017-01-09,6.578262,26.927433,63.469135,2.3159993,968.09753,1674.4459
NE,BA,2017-01-16,2.9130435,26.858557,60.98551,2.410793,969.6084,1742.5225
NE,BA,2017-01-23,8.417391,27.086618,61.08985,2.557682,970.34064,1708.3793
NE,BA,2017-01-30,9.360869,26.99314,63.026062,2.391522,968.9113,1653.2849
NE,BA,2017-02-06,32.917393,25.870367,71.136566,2.0707986,967.4013,1321.5311
NE,BA,2017-02-13,7.9739137,25.983387,67.413155,2.350518,971.2551,1526.1028
NE,BA,2017-02-20,19.534786,26.107542,68.137665,2.2637167,969.98114,1678.0905
NE,BA,2017-02-27,12.239132,26.419968,66.91999,2.1193914,967.9732,1761.5934
NE,BA,2017-03-06,3.9782603,26.591274,63.099377,2.2342837,968.05133,1750.8763
NE,BA,2017-03-13,21.813042,26.155561,69.17449,2.0395367,968.643,1508.3091
NE,BA,2017-03-20,8.386956,26.701082,66.863106,2.2525692,970.2486,1691.9089
NE,BA,2017-03-27,62.69564,25.409155,76.957985,1.777072,969.8548,1172.1072
NE,BA,2017-04-03,13.095653,25.366858,73.6613,1.9668901,970.646,1609.9271
NE,BA,2017-04-10,6.5478272,25.948242,70.39538,2.0692663,970.3354,1571.4089
NE,BA,2017-04-17,7.4695654,25.803076,70.25291,2.102457,970.4354,1551.6993
NE,BA,2017-04-24,16.186956,26.113436,69.13723,2.3067265,971.0333,1490.527
NE,BA,2017-05-01,22.186953,24.425917,73.18306,2.3026772,971.88525,1260.9265
NE,BA,2017-05-08,3.3173912,25.324522,66.331535,1.9994137,970.977,1482.244
NE,BA,2017-05-15,12.673912,25.450922,70.18789,2.0617616,970.5752,1208.468
NE,BA,2017-05-22,13.213046,24.436218,71.9857,2.3844182,973.57465,1248.3604
NE,BA,2017-05-29,5.730435,24.70497,68.58796,2.0272868,973.4797,1342.9229
NE,BA,2017-06-05,4.4217386,24.709614,67.332085,2.093269,972.37506,1415.1536
NE,BA,2017-06-12,7.4608703,23.704218,66.8485,2.344364,973.98206,1337.6527
NE,BA,2017-06-19,12.113044,23.089746,68.504074,2.6484406,974.27545,1326.3958
NE,BA,2017-06-26,12.14348,22.622953,70.27802,2.5609357,975.2634,1252.9847
NE,BA,2017-07-03,10.313044,21.032225,69.07326,3.273054,976.0856,1203.8807
NE,BA,2017-07-10,12.8782625,21.883125,69.30782,2.7829707,974.8836,1323.7759
NE,BA,2017-07-17,3.508696,22.260294,67.37754,2.2901645,975.2729,1390.6271
NE,BA,2017-07-24,20.160873,21.54646,70.08208,3.2200615,977.49976,1296.7979
NE,BA,2017-07-31,7.582609,22.599684,67.43668,2.17893,974.8896,1465.7389
NE,BA,2017-08-07,0.9608696,23.114664,62.57782,2.2400346,974.0224,1609.5094
NE,BA,2017-08-14,1.7913043,22.4938,62.64467,2.007981,972.5928,1585.09
NE,BA,2017-08-21,19.947824,22.411377,69.52041,2.8657382,974.79767,1368.7437
NE,BA,2017-08-28,10.860869,22.664629,63.583317,2.535714,975.2324,1545.6669
NE,BA,2017-09-04,11.939132,22.686707,68.138214,2.8651195,974.80426,1494.7875
NE,BA,2017-09-11,14.286958,22.718718,66.980194,3.0026054,975.75946,1525.683
NE,BA,2017-09-18,12.74348,22.911215,67.2705,2.8335366,975.16626,1563.574
NE,BA,2017-09-25,5.8086967,24.444677,64.4873,2.689278,972.77344,1621.9187
NE,BA,2017-10-02,3.5086956,25.230476,61.262733,2.9169922,972.0125,1731.3281
NE,BA,2017-10-09,2.7000003,25.171698,59.30926,2.6606417,970.91797,1835.0001
NE,BA,2017-10-16,7.6565228,25.288412,61.729572,3.10896,974.08923,1765.7869
NE,BA,2017-10-23,1.4391302,26.426117,58.715347,2.9556406,971.0175,1798.055
NE,BA,2017-10-30,37.630432,25.76289,67.958725,2.6308038,970.23865,1394.9773
NE,BA,2017-11-06,13.991305,25.406782,70.84523,2.3722272,967.7652,1413.8231
NE,BA,2017-11-13,35.686954,24.548916,74.12856,2.2024248,968.8449,1323.5499
NE,BA,2017-11-20,4.478261,26.164015,66.06603,2.3329875,968.192,1807.8173
NE,BA,2017-11-27,10.665217,26.09418,66.432884,2.177106,967.66235,1617.5294
NE,BA,2017-12-04,34.67391,26.425682,70.46353,2.20238,965.73474,1439.2631
NE,BA,2017-12-11,36.33478,24.993996,75.591995,1.9710841,968.55304,1382.6763
NE,BA,2017-12-18,9.039132,25.673403,69.14748,2.2026677,969.0764,1749.4691
NE,BA,2017-12-25,1.7130436,26.759722,64.95055,2.0204709,967.5662,1819.9113
NE,BA,2018-01-01,20.491304,26.453001,68.925385,2.1129308,968.2032,1698.6414
NE,BA,2018-01-08,17.839132,25.664972,69.4085,2.2423398,969.8655,1634.9265
NE,BA,2018-01-15,3.4434783,26.429358,62.91296,2.5551589,969.8344,1821.3745
NE,BA,2018-01-22,11.417393,26.36881,66.09018,2.1998801,966.91486,1655.2493
NE,BA,2018-01-29,35.182613,26.040466,72.35639,2.0606353,966.52734,1389.5106
NE,BA,2018-02-05,32.721737,25.480013,77.44596,2.0028918,968.7056,1380.1196
NE,BA,2018-02-12,8.604348,25.49846,71.719536,2.1200018,970.51953,1699.7935
NE,BA,2018-02-19,15.178261,26.206999,72.49911,1.8912565,969.2161,1609.4094
NE,BA,2018-02-26,4.3695645,26.408794,67.87479,1.9948796,970.61224,1809.231
NE,BA,2018-03-05,24.876596,26.6873,75.05083,1.9285913,968.5966,1461.2549
NE,BA,2018-03-12,23.004253,26.119709,76.58363,1.6910895,970.45337,1545.7178
NE,BA,2018-03-19,30.140429,25.488504,76.93431,1.9362088,970.8891,1484.6376
NE,BA,2018-03-26,9.859574,24.820744,76.49845,1.9355782,972.44,1545.1271
NE,BA,2018-04-02,8.293616,25.837969,72.173386,1.6670628,970.3526,1580.804
NE,BA,2018-04-09,27.042553,24.49949,77.12154,1.9486618,973.9009,1329.7637
NE,BA,2018-04-16,19.314894,24.000349,76.37971,2.1927762,974.3668,1259.6483
NE,BA,2018-04-23,18.808514,24.248343,76.43903,1.9585669,974.0035,1316.8413
NE,BA,2018-04-30,15.35745,24.448305,75.27519,2.1855516,973.60693,1304.6675
NE,BA,2018-05-07,8.570213,23.872976,72.608406,1.9062684,973.15295,1381.1843
NE,BA,2018-05-14,11.629789,24.428738,72.06533,1.7881432,972.66425,1350.7843
NE,BA,2018-05-21,24.093618,23.818,73.65768,2.21565,974.6397,1202.7715
NE,BA,2018-05-28,24.374468,22.849855,75.720505,2.1539545,975.23596,1126.5853
NE,BA,2018-06-04,15.042555,23.886482,73.46448,1.934953,974.94403,1203.0762
NE,BA,2018-06-11,11.029788,22.900816,73.27301,1.9407288,976.6515,1319.2335
NE,BA,2018-06-18,19.199999,22.339994,73.09684,2.2379892,977.4729,1300.2041
NE,BA,2018-06-25,12.693619,22.121735,73.00376,1.9788586,974.7795,1300.2566
NE,BA,2018-07-02,5.8808503,22.488008,71.2881,1.9415941,974.9395,1317.9581
NE,BA,2018-07-09,4.1659575,22.563744,68.644066,1.8339953,976.2372,1399.9344
NE,BA,2018-07-16,9.91064,22.226103,69.69423,2.301023,976.53485,1387.8903
NE,BA,2018-07-23,7.000002,22.049145,68.02512,2.3238158,977.37103,1431.4525
NE,BA,2018-07-30,2.906383,23.03288,65.232025,1.9720076,974.23987,1509.0634
NE,BA,2018-08-06,1.2595745,24.202095,64.91802,2.0900705,975.62396,1505.419
NE,BA,2018-08-13,6.8085113,24.099684,67.75394,2.396349,976.25165,1290.702
NE,BA,2018-08-20,6.8978724,23.639534,66.95084,2.5898364,976.7576,1530.5165
NE,BA,2018-08-27,14.00851,22.857092,66.70227,2.6257641,975.81805,1525.3007
NE,BA,2018-09-03,11.238298,24.022482,65.55291,2.603257,973.56244,1449.6139
NE,BA,2018-09-10,4.514894,24.197943,62.287525,2.535006,973.5104,1591.2422
NE,BA,2018-09-17,0.3291667,26.35774,58.967503,2.775494,972.43823,1686.5231
NE,BA,2018-09-24,1.4083333,26.13759,58.40948,2.7014322,972.59735,1749.8271
NE,BA,2018-10-01,1.9583334,26.065853,59.433964,2.6322649,973.27325,1671.2289
NE,BA,2018-10-08,3.0500002,26.27361,57.39754,2.7367625,973.3844,1784.57
NE,BA,2018-10-15,18.145832,26.36492,66.624405,2.3756874,970.1846,1392.5532
NE,BA,2018-10-22,17.079163,26.10216,65.895645,2.4661803,971.56696,1427.7584
NE,BA,2018-10-29,15.399998,26.07744,68.82433,2.294504,971.5107,1554.8555
NE,BA,2018-11-05,41.774998,25.551943,71.19174,2.38114,971.23096,1368.2216
NE,BA,2018-11-12,12.84583,26.07319,69.358,2.5308702,971.97003,1609.2134
NE,BA,2018-11-19,4.8458333,26.249474,64.549164,2.7947872,972.51807,1614.7257
NE,BA,2018-11-26,55.024998,24.472443,78.001854,2.1365724,970.9966,1296.1266
NE,BA,2018-12-03,95.40833,24.580025,81.63509,1.8420149,970.8469,1261.2821
NE,BA,2018-12-10,20.9625,24.684982,74.05294,2.2479708,975.7989,1576.0612
NE,BA,2018-12-17,1.5833336,25.384895,67.088135,2.085036,972.84735,1828.3595
NE,BA,2018-12-24,7.629166,25.885283,69.721085,2.0822515,970.88434,1564.4229
NE,BA,2018-12-31,3.2999995,26.32579,66.24909,2.2836797,972.9981,1773.9741
NE,BA,2019-01-07,4.740425,25.873358,66.49817,2.2169201,973.3852,1574.4366
NE,BA,2019-01-14,4.2468085,26.686054,64.00278,2.2043061,973.98157,1740.1884
NE,BA,2019-01-21,6.4510636,27.040052,62.06365,2.422944,973.95905,1770.9703
NE,BA,2019-01-28,7.055319,26.886217,64.06232,2.4075606,973.5677,1742.8198
NE,BA,2019-02-04,14.851068,27.191853,67.85775,2.318231,971.3108,1637.9901
NE,BA,2019-02-11,14.221277,27.351706,65.903404,2.2015643,973.1428,1660.042
NE,BA,2019-02-18,15.514893,27.477018,69.52656,1.9612333,973.0128,1733.5587
NE,BA,2019-02-25,8.765959,26.974653,70.73152,1.9943869,972.2766,1735.4545
NE,BA,2019-03-04,11.897874,26.747604,69.19207,2.07892,974.23413,1731.8816
NE,BA,2019-03-11,5.13617,27.372856,64.43654,2.1527925,972.4412,1808.5571
NE,BA,2019-03-18,69.51063,26.43949,75.57557,1.7826842,970.3201,1292.1993
NE,BA,2019-03-25,41.02128,25.362318,78.9241,1.930116,973.3903,1421.7247
NE,BA,2019-04-01,24.578726,25.736767,77.81589,1.6507401,972.51855,1529.021
NE,BA,2019-04-08,27.055319,25.93295,78.5298,1.6308252,972.28217,1434.4742
NE,BA,2019-04-15,10.723404,26.174194,76.08179,1.5938792,971.4071,1495.0684
NE,BA,2019-04-22,9.74468,25.56326,73.273186,1.9343088,972.9844,1513.6978
NE,BA,2019-04-29,11.012766,26.052856,72.438614,1.8268013,972.20685,1450.5594
NE,BA,2019-05-06,16.412767,25.486406,72.777374,1.9274974,972.44916,1374.2407
NE,BA,2019-05-13,17.889362,25.132746,76.31799,1.6570803,972.355,1229.4886
NE,BA,2019-05-20,3.7063832,25.543537,71.99501,1.7608663,972.4853,1448.2252
NE,BA,2019-05-27,6.0680847,24.910255,71.42918,1.8867289,973.1558,1373.9733
NE,BA,2019-06-03,16.425533,23.717196,69.22515,2.350868,974.5857,1273.9583
NE,BA,2019-06-10,23.114897,23.080605,75.396965,2.460243,977.32196,1193.9059
NE,BA,2019-06-17,17.10213,22.971046,75.54804,2.3060906,978.20245,1177.8618
NE,BA,2019-06-24,12.982981,22.825586,73.94758,2.1036227,975.5058,1283.5222
NE,BA,2019-07-01,9.944681,24.059448,70.66631,1.9164517,973.2714,1378.8838
NE,BA,2019-07-08,11.906385,21.89203,71.367744,2.3880796,976.27563,1253.9939
NE,BA,2019-07-15,12.953193,21.858994,68.76301,2.5298495,976.23114,1351.1672
NE,BA,2019-07-22,19.634047,22.088234,71.66737,2.5737274,977.2486,1295.6622
NE,BA,2019-07-29,7.859574,22.722517,69.12281,2.060838,975.8386,1424.0043
NE,BA,2019-08-05,26.885109,22.391428,71.99979,2.8191056,979.28827,1269.7736
NE,BA,2019-08-12,19.297873,22.369707,72.005226,2.5904245,977.51483,1327.2565
NE,BA,2019-08-19,3.0127656,23.602303,66.57091,2.2333438,976.3798,1481.2861
NE,BA,2019-08-26,9.842553,22.771769,67.75032,2.429859,976.5015,1434.7417
NE,BA,2019-09-02,11.565957,24.040247,65.93411,2.6893563,976.1387,1484.9102
NE,BA,2019-09-09,10.089362,24.223415,67.79371,2.4154456,975.33777,1575.9766
NE,BA,2019-09-16,2.4297872,24.86368,62.37661,2.620353,972.55493,1709.5681
NE,BA,2019-09-23,14.455321,24.91373,64.5799,2.5495439,973.70233,1483.1971
NE,BA,2019-09-30,12.81702,25.29081,65.292175,2.6547139,971.90625,1513.4128
NE,BA,2019-10-07,7.348936,25.6489,62.978172,3.0111687,972.5027,1636.2643
NE,BA,2019-10-14,0.66382974,26.002962,59.02101,2.5160372,971.79407,1784.2677
NE,BA,2019-10-21,16.80851,26.474892,65.54524,2.4480612,970.6227,1602.221
NE,BA,2019-10-28,4.7234044,26.629614,59.95516,2.7398183,970.9499,1792.5085
NE,BA,2019-11-04,1.2936171,27.653467,57.091003,2.87003,969.64777,1884.0474
NE,BA,2019-11-11,5.9531918,27.505404,57.08876,2.665238,968.64435,1807.6031
NE,BA,2019-11-18,7.0765953,27.085033,60.254154,2.4947195,969.9788,1753.4098
NE,BA,2019-11-25,24.58298,26.25526,69.668335,2.4399295,970.1054,1436.9832
NE,BA,2019-12-02,8.931914,27.76518,60.88633,2.4531643,969.23474,1704.1257
NE,BA,2019-12-09,7.1702123,26.870085,62.324375,2.720664,970.5453,1844.8986
NE,BA,2019-12-16,4.042553,27.149275,60.709743,2.841535,971.72437,1795.5267
NE,BA,2019-12-23,6.2510643,27.028662,61.850174,2.6830473,971.4342,1607.7938
NE,BA,2019-12-30,60.54894,25.20026,76.64941,2.0164657,970.34875,1231.8186
NE,BA,2020-01-06,11.787235,26.3253,68.63829,2.0416017,971.4872,1642.739
NE,BA,2020-01-13,1.8425534,27.252802,61.67054,2.1842089,972.0035,1866.3512
NE,BA,2020-01-20,65.39574,25.357891,77.95524,2.0277667,970.1431,1088.4856
NE,BA,2020-01-27,11.340426,26.082012,73.91471,1.8373954,972.7247,1622.945
NE,BA,2020-02-03,25.080853,25.451248,78.92273,1.6678271,972.3316,1345.9688
NE,BA,2020-02-10,2.6340427,26.737724,69.70426,1.9868432,972.038,1700.3175
NE,BA,2020-02-17,13.153193,26.461079,72.99924,1.9337906,971.31396,1565.4722
NE,BA,2020-02-24,8.893618,27.100096,69.6299,1.9599947,971.56976,1660.2433
NE,BA,2020-03-02,55.136173,25.935905,76.6301,1.6764655,971.50635,1323.187
NE,BA,2020-03-09,38.808514,25.410477,78.90748,1.8192766,971.911,1368.0754
NE,BA,2020-03-16,24.348934,25.75273,77.54018,1.5262676,970.99554,1424.6384
NE,BA,2020-03-23,31.3234,24.720402,78.58524,2.0816748,972.34686,1276.8538
NE,BA,2020-03-30,3.9148934,26.020147,76.174835,1.7605904,971.4128,1614.2303
NE,BA,2020-04-06,38.153187,25.981241,79.48374,1.5117658,971.7693,1341.474
NE,BA,2020-04-13,40.319153,24.752384,81.8805,1.7441405,973.0973,1131.6704
NE,BA,2020-04-20,26.5234,23.99749,80.01653,2.0832946,973.71356,1182.6455
NE,BA,2020-04-27,14.782977,23.923231,76.655106,1.8756286,974.95123,1277.3868
NE,BA,2020-05-04,14.953193,23.724697,78.97638,2.0742307,974.34515,1110.3898
NE,BA,2020-05-11,19.617022,23.735506,79.52017,1.694251,974.38385,1109.8861
NE,BA,2020-05-18,28.455324,23.647203,82.98961,2.111043,976.1697,1022.41364
NE,BA,2020-05-25,5.8595743,23.237358,80.25189,1.6685003,973.5662,1148.0619
NE,BA,2020-06-01,17.076597,23.4414,81.278725,1.7692385,975.12463,1066.8671
NE,BA,2020-06-08,4.9574466,22.970503,78.224754,1.7658557,974.70624,1248.0725
NE,BA,2020-06-15,17.787233,22.269987,79.14859,2.5128412,976.665,1078.3795
NE,BA,2020-06-22,12.144682,22.109026,76.72215,1.9395412,975.20044,1130.3875
NE,BA,2020-06-29,6.3787236,22.55152,75.21596,1.8161725,974.58826,1295.3876
NE,BA,2020-07-06,13.723404,22.154877,76.55471,1.9494996,975.80524,1189.046
NE,BA,2020-07-13,11.859573,22.104942,75.20588,2.231377,976.68085,1204.217
NE,BA,2020-07-20,12.625534,21.79837,74.19176,2.3420355,976.282,1302.8127
NE,BA,2020-07-27,10.948937,21.69208,72.48509,2.462441,977.4603,1270.2515
NE,BA,2020-08-03,20.621275,21.015533,74.29989,2.7566824,979.723,1145.0309
NE,BA,2020-08-10,8.889362,22.61584,71.14673,1.9876075,974.54443,1380.6057
NE,BA,2020-08-17,5.1787233,23.486969,68.339935,2.1209326,973.8306,1431.8937
