region,state,semana_ref,chuva_media_semanal,temperatura_media,umidade_media,vento_medio,pressao_media,radiacao_media
N,PA,2017-10-23,10.625807,27.817717,70.134,1.4585167,993.0165,1236.8077
N,PA,2017-10-30,24.677418,27.384216,71.396194,1.5441319,993.10486,1283.3967
N,PA,2017-11-06,19.490322,27.826754,69.76232,1.4950664,991.85205,1338.7118
N,PA,2017-11-13,21.729033,27.503258,69.873146,1.5835868,992.21,1272.3927
N,PA,2017-11-20,12.974195,27.660973,69.48084,1.5176833,993.1877,1262.2113
N,PA,2017-11-27,4.7419353,27.941181,69.358505,1.6628343,992.5659,1335.5944
N,PA,2017-12-04,13.535485,27.770813,70.27217,1.4952477,992.8711,1161.9514
N,PA,2017-12-11,78.92257,26.209179,77.85595,1.1613774,994.1285,988.5057
N,PA,2017-12-18,55.52903,25.640919,79.47499,1.2721357,994.2485,1072.3673
N,PA,2017-12-25,29.883873,26.164589,79.39225,1.0920072,993.898,1147.7543
N,PA,2018-01-01,31.35484,26.352137,77.6123,1.2158866,994.8835,1158.4672
N,PA,2018-01-08,35.864517,25.502747,78.54018,1.173215,995.32587,1163.8285
N,PA,2018-01-15,34.6129,25.809587,79.423904,1.1531557,995.3833,1234.7175
N,PA,2018-01-22,44.91613,25.72523,81.56605,1.0625936,993.72003,1101.8763
N,PA,2018-01-29,81.10968,25.743319,83.62046,1.0918558,992.99866,975.65375
N,PA,2018-02-05,66.74838,25.616585,82.276306,1.1709452,994.9924,1144.1381
N,PA,2018-02-12,47.2,25.396523,82.096664,0.9840188,995.962,1132.9915
N,PA,2018-02-19,72.870964,24.818607,84.98135,0.97473913,995.2759,936.39624
N,PA,2018-02-26,27.767742,25.95881,80.97737,1.0627391,995.5225,1313.114
N,PA,2018-03-05,44.887493,26.137165,81.89173,1.2715262,994.591,1226.0642
N,PA,2018-03-12,49.975,26.03691,82.42774,1.0984632,994.8233,1192.9298
N,PA,2018-03-19,68.462494,25.865154,82.36293,1.0802182,994.1169,1181.6539
N,PA,2018-03-26,48.075005,25.722239,82.484436,1.0721831,993.50964,1188.8094
N,PA,2018-04-02,65.725,25.569174,82.71607,0.9506495,993.46265,1105.2388
N,PA,2018-04-09,71.11249,25.054596,83.068184,0.9568817,995.4332,1030.1179
N,PA,2018-04-16,23.168749,25.768856,81.47731,0.957278,996.07275,1182.4496
N,PA,2018-04-23,31.118752,25.944157,79.92799,1.0416145,995.5402,1183.3054
N,PA,2018-04-30,24.3625,25.925406,80.75713,1.0069213,996.24176,1214.6005
N,PA,2018-05-07,46.36874,25.966616,80.23418,0.95239127,996.1304,1202.1666
N,PA,2018-05-14,32.868755,26.02388,81.82371,0.9705123,995.0392,1227.4249
N,PA,2018-05-21,31.99375,25.872608,81.267685,0.97763616,996.07556,1193.4141
N,PA,2018-05-28,17.918749,26.339882,76.4687,1.0985466,995.8068,1345.1383
N,PA,2018-06-04,14.34375,26.572262,78.13039,1.1915637,996.1651,1279.2772
N,PA,2018-06-11,6.8,26.64836,72.51327,1.1482198,997.43463,1386.3741
N,PA,2018-06-18,15.1625,26.090925,74.09178,1.237975,997.8164,1383.7745
N,PA,2018-06-25,5.9124994,26.34704,69.61491,1.1094142,995.21576,1414.5247
N,PA,2018-07-02,11.925,26.402672,70.62391,1.0812722,995.2862,1303.6395
N,PA,2018-07-09,17.54375,26.216413,73.96673,1.1727287,997.03235,1209.5294
N,PA,2018-07-16,5.2124996,26.609959,68.22098,1.262325,995.90576,1395.8593
N,PA,2018-07-23,11.0375,26.787703,70.43434,1.4204062,996.68634,1238.9424
N,PA,2018-07-30,14.956248,26.8687,71.84346,1.3998091,995.41565,1300.302
N,PA,2018-08-06,9.525001,27.029112,71.49221,1.3579099,996.50586,1321.3434
N,PA,2018-08-13,18.5125,26.388418,73.93269,1.4156684,996.64594,1287.9926
N,PA,2018-08-20,6.76875,26.81611,70.87183,1.4086239,996.60254,1386.8385
N,PA,2018-08-27,5.00625,27.12285,69.21618,1.3152614,994.8233,1423.2915
N,PA,2018-09-03,24.618753,26.96695,72.89177,1.3374579,994.37555,1283.9558
N,PA,2018-09-10,7.3187504,27.066284,73.10856,1.5732893,993.5692,1311.6919
N,PA,2018-09-17,7.3500004,27.215088,72.88509,1.4408523,994.00653,1348.1884
N,PA,2018-09-24,7.393749,27.263767,72.90974,1.4463186,993.7363,1263.9462
N,PA,2018-10-01,8.374999,27.215818,72.63752,1.4059556,994.32477,1304.7583
N,PA,2018-10-08,8.60625,27.277895,72.90229,1.4499034,994.5237,1334.0957
N,PA,2018-10-15,15.081251,27.142508,74.66301,1.3260058,992.97687,1210.0463
N,PA,2018-10-22,5.018181,28.377802,70.16088,1.4746413,994.0177,1377.7697
N,PA,2018-10-29,19.709093,27.60638,73.2337,1.3364509,993.66595,1271.8591
N,PA,2018-11-05,16.175756,27.440567,74.96139,1.407747,993.4639,1244.8932
N,PA,2018-11-12,12.836364,27.694864,72.936005,1.510102,993.7885,1284.3304
N,PA,2018-11-19,16.703028,27.436014,75.363235,1.4779334,994.52136,1118.265
N,PA,2018-11-26,81.51515,25.789225,83.25502,1.1786332,994.42865,836.6261
N,PA,2018-12-03,66.13939,25.081516,85.03796,0.91325134,996.2266,860.7796
N,PA,2018-12-10,54.745445,25.327614,83.352325,1.1179833,998.2689,965.74225
N,PA,2018-12-17,37.2,25.786283,81.301834,1.1703217,995.82825,1059.8181
N,PA,2018-12-24,25.91515,26.014421,79.67499,1.2161075,994.8961,1131.7991
N,PA,2018-12-31,38.569702,26.111443,81.836624,1.2819494,995.69525,1069.1294
N,PA,2019-01-07,64.14667,24.805027,84.23608,1.0727642,995.84595,1007.689
N,PA,2019-01-14,53.6,25.259722,84.075096,1.064457,997.0683,1054.2817
N,PA,2019-01-21,57.82666,25.644613,83.39722,1.1490991,997.23663,1080.743
N,PA,2019-01-28,44.06666,25.87201,81.835754,1.2813876,996.495,1136.7303
N,PA,2019-02-04,78.91334,25.797585,84.33573,0.99856454,995.296,1091.0234
N,PA,2019-02-11,35.766666,26.196127,82.71352,1.1710799,996.3893,1098.896
N,PA,2019-02-18,58.559998,25.781284,84.100525,1.1034532,996.8557,1123.9089
N,PA,2019-02-25,78.93998,25.012854,85.514565,1.0001291,1000.12445,937.0563
N,PA,2019-03-04,64.67333,25.629444,83.94102,1.0790223,1000.2061,1109.1031
N,PA,2019-03-11,54.993332,25.817215,83.81977,0.99747086,998.77094,1087.5826
N,PA,2019-03-18,71.32665,25.932041,84.706535,0.99429417,998.5997,1040.1085
N,PA,2019-03-25,111.45332,25.52565,86.49626,1.04305,996.4388,973.8665
N,PA,2019-04-01,80.30667,25.51306,85.95202,0.9813664,996.4779,981.60156
N,PA,2019-04-08,100.96667,25.7335,85.497955,0.977232,996.2659,1036.4886
N,PA,2019-04-15,57.34,26.055784,84.077484,1.0341016,995.9359,1084.7651
N,PA,2019-04-22,54.319992,26.1693,83.772964,1.0161107,996.1546,1143.3331
N,PA,2019-04-29,76.38667,26.36542,82.79179,1.080573,995.8619,1194.1814
N,PA,2019-05-06,51.140007,26.514662,81.429436,1.0656747,995.2645,1196.3118
N,PA,2019-05-13,54.840004,25.808422,84.234314,1.0060345,996.3668,1025.5444
N,PA,2019-05-20,33.780003,26.273264,82.183,1.0094703,995.98773,1191.262
N,PA,2019-05-27,28.386665,26.350023,81.0497,1.1045898,995.38934,1212.0872
N,PA,2019-06-03,16.973333,26.609358,78.062454,1.106207,996.8373,1278.7312
N,PA,2019-06-10,25.793333,26.350979,77.30843,1.2133671,996.9584,1168.6378
N,PA,2019-06-17,13.546667,26.53921,73.50542,1.2333555,998.2777,1248.2938
N,PA,2019-06-24,7.1333337,26.465265,71.644035,1.2834331,996.058,1291.9739
N,PA,2019-07-01,11.913334,26.64741,73.88605,1.2274841,996.3436,1203.5636
N,PA,2019-07-08,17.903225,26.00988,74.70932,1.1790341,996.588,1229.263
N,PA,2019-07-15,16.787098,26.111986,73.22785,1.228063,996.58545,1306.2527
N,PA,2019-07-22,7.283871,26.618551,68.06542,1.2789778,996.4751,1379.138
N,PA,2019-07-29,7.5161285,27.227564,67.573,1.1989298,995.90466,1399.5468
N,PA,2019-08-05,10.522582,26.787596,66.21305,1.3098726,998.0419,1394.9137
N,PA,2019-08-12,6.696774,27.198874,65.62243,1.4128803,995.9744,1409.2644
N,PA,2019-08-19,5.7935486,27.103615,69.145805,1.3032622,997.1254,1383.3513
N,PA,2019-08-26,8.077419,27.351305,67.00403,1.4229171,996.04663,1425.5369
N,PA,2019-09-02,10.2709675,27.513195,69.56382,1.4647079,995.9651,1390.4232
N,PA,2019-09-09,2.716129,27.876518,68.30284,1.5267931,995.07623,1431.4954
N,PA,2019-09-16,6.3290324,28.160572,67.01098,1.6228157,993.64246,1480.3885
N,PA,2019-09-23,20.425808,27.408651,72.68026,1.4620689,995.6262,1397.3131
N,PA,2019-09-30,22.703228,27.048231,72.18865,1.4028574,993.42395,1379.7938
N,PA,2019-10-07,13.077419,27.217081,71.80279,1.5949516,993.69385,1370.5127
N,PA,2019-10-14,29.845163,26.79595,75.02262,1.3216248,994.062,1288.3782
N,PA,2019-10-21,14.141935,27.041204,75.33925,1.169205,993.459,1386.1882
N,PA,2019-10-28,14.729033,27.353922,73.99741,1.2395161,992.7788,1346.5781
N,PA,2019-11-04,19.135483,27.152378,75.12767,1.2631863,992.26276,1282.8431
N,PA,2019-11-11,25.309677,27.163822,74.92686,1.228427,991.537,1173.1222
N,PA,2019-11-18,33.26451,26.140266,78.21685,0.963929,995.35016,1123.1619
N,PA,2019-11-25,5.000001,27.65662,73.88906,1.3195643,995.0952,1281.8036
N,PA,2019-12-02,18.251614,27.306646,73.78109,1.2241141,995.6778,1243.6407
N,PA,2019-12-09,35.22581,26.594639,76.440926,1.2106342,995.01227,1126.342
N,PA,2019-12-16,28.877419,26.918615,76.18373,1.3212576,994.8372,1220.9666
N,PA,2019-12-23,44.129032,26.744093,80.23045,1.2391919,994.9323,1040.1718
N,PA,2019-12-30,79.19354,25.318655,84.99845,0.95714265,996.4967,883.3748
N,PA,2020-01-06,59.761276,25.709642,80.254555,1.0547843,997.27765,1053.2214
N,PA,2020-01-13,41.032253,26.169691,80.186226,0.9910334,997.13696,1199.7556
N,PA,2020-01-20,53.12903,26.30876,81.2118,1.0964837,995.9373,1156.6628
N,PA,2020-01-27,59.419353,26.08774,82.01876,1.0707582,997.74896,1076.8121
N,PA,2020-02-03,100.135475,25.232853,84.36645,1.0140407,997.6629,933.10364
N,PA,2020-02-10,65.98064,25.948336,83.28648,0.97368157,997.1531,1063.2164
N,PA,2020-02-17,63.729027,25.761965,84.3078,0.9285251,996.3814,939.503
N,PA,2020-02-24,51.722572,26.08418,83.457344,0.9107837,996.8335,1075.2379
N,PA,2020-03-02,96.122574,25.77594,83.3816,0.89845294,997.4691,1050.6519
N,PA,2020-03-09,87.6387,25.207802,85.035515,0.9408402,996.7107,931.5399
N,PA,2020-03-16,49.40645,25.772224,82.22411,1.0151489,996.67596,1144.2985
N,PA,2020-03-23,42.580647,26.524405,80.77803,0.98629045,996.01196,1311.2689
N,PA,2020-03-30,49.25161,26.510853,82.15798,0.9094925,995.532,1297.5017
N,PA,2020-04-06,50.85161,26.33371,83.04398,0.9551587,996.455,1156.787
N,PA,2020-04-13,79.18709,25.328905,84.38046,0.8418155,997.89484,954.4754
N,PA,2020-04-20,57.658062,25.64662,81.766304,0.81899804,997.41907,1046.1777
N,PA,2020-04-27,31.948385,26.39801,79.426445,0.89420384,997.36664,1263.4971
N,PA,2020-05-04,27.122583,26.746315,80.16549,0.9414497,996.1757,1188.6635
N,PA,2020-05-11,30.993546,26.625862,78.90216,0.96250254,996.2007,1237.1128
N,PA,2020-05-18,37.92258,26.426115,80.7228,1.0424324,996.8464,1152.0217
N,PA,2020-05-25,35.032253,26.218302,79.402626,0.93696743,996.48627,1137.7468
N,PA,2020-06-01,21.587097,26.350899,78.23102,0.98188704,996.8746,1215.0538
N,PA,2020-06-08,11.219355,26.35286,76.44205,0.90950084,996.13904,1294.4515
N,PA,2020-06-15,3.3483872,26.566462,71.18269,1.2653346,996.0595,1316.9435
N,PA,2020-06-22,9.890324,26.614271,70.171814,1.1039966,994.4493,1320.0575
N,PA,2020-06-29,6.206452,26.645367,70.95294,1.0487244,994.761,1271.7001
N,PA,2020-07-06,5.9935484,26.589952,69.959595,1.0249957,995.5788,1301.5309
N,PA,2020-07-13,6.180645,26.78277,67.31114,1.0829476,996.2221,1379.0692
N,PA,2020-07-20,4.9290323,26.869873,63.845745,1.215639,995.4879,1424.2213
N,PA,2020-07-27,0.14838709,27.040947,58.613544,1.145982,997.15875,1535.0208
N,PA,2020-08-03,1.0193548,27.434067,58.359398,1.3494364,999.38385,1661.8877
N,PA,2020-08-10,0.5612904,28.048641,59.916496,1.2873296,994.8299,1524.0935
N,PA,2020-08-17,3.1806455,28.130692,61.189075,1.1849176,995.0837,1430.6692
N,PA,2020-08-24,9.851614,27.603138,66.228455,1.1053332,995.4491,1332.7136
N,PA,2020-08-31,4.032258,27.860558,60.277424,1.3415761,996.2448,1530.0199
N,PA,2020-09-07,2.2709677,28.426825,60.940357,1.4027197,995.2059,1529.8397
N,PA,2020-09-14,3.7483876,28.534245,60.94835,1.2638881,995.6388,1473.8677
N,PA,2020-09-21,9.47742,27.717905,66.888176,1.3097005,995.6747,1330.8562
N,PA,2020-09-28,5.7290325,28.12413,64.90395,1.2183751,994.3827,1478.3673
N,PA,2020-10-05,6.1999993,28.280224,63.8003,1.3127201,996.2168,1470.1469
N,PA,2020-10-12,8.658065,28.256546,64.182106,1.176973,994.3365,1490.3585
N,PA,2020-10-19,9.458065,28.614258,63.4015,1.3501241,993.65625,1458.8624
N,PA,2020-10-26,19.870968,28.119978,67.660835,1.2688981,992.48987,1377.0596
N,PA,2020-11-02,37.399998,27.119728,73.633545,1.2125039,994.26666,1320.9485
N,PA,2020-11-09,14.580646,27.710764,71.631325,1.1208549,993.99054,1375.1864
N,PA,2020-11-16,30.64516,26.73959,75.26166,1.0765043,993.55725,1209.6643
N,PA,2020-11-23,17.141933,26.839104,74.711815,1.2832967,994.7913,1286.8497
N,PA,2020-11-30,6.5612907,27.524302,72.984695,1.2213905,994.9802,1435.2203
N,PA,2020-12-07,10.16129,26.818996,73.60116,1.2153363,995.3237,1416.0614
N,PA,2020-12-14,20.761292,26.42287,77.99238,1.0789196,992.46747,1199.8303
N,PA,2020-12-21,32.993546,26.254866,78.338326,1.0687135,992.61304,1201.6425
N,PA,2020-12-28,22.150002,26.420498,80.02826,0.9746171,992.36395,1228.7924
N,PA,2021-01-04,22.0,26.599838,79.7094,1.0560476,992.4695,1272.8247
N,PA,2021-01-11,24.749998,26.212076,81.42871,1.0038745,992.655,1173.4423
N,PA,2021-01-18,30.55,25.773836,82.36459,1.0517431,993.02167,1117.2152
N,PA,2021-01-25,28.649998,26.170048,82.62209,1.1227192,991.7882,1276.8286
N,PA,2021-02-01,16.75625,26.823774,79.87286,1.1576543,991.9537,1393.993
N,PA,2021-02-08,46.818745,25.689302,86.16567,1.0103537,991.94,1000.1652
N,PA,2021-02-15,74.56874,24.541933,89.04795,0.9100427,994.1259,783.22
N,PA,2021-02-22,52.618744,25.423904,86.85529,0.9942524,992.5923,1180.6055
N,PA,2021-03-01,47.6375,25.012096,87.79634,0.99196327,993.4341,1077.7731
N,PA,2021-03-08,36.19375,25.404842,86.79053,0.90663934,995.01764,1114.5867
N,PA,2021-03-15,49.474995,25.253267,86.72655,0.9458598,994.9681,1120.2345
N,PA,2021-03-22,32.750004,25.301435,86.90388,0.94065,996.18256,1172.1901
N,PA,2021-03-29,29.949999,26.016539,86.092636,0.95242125,994.58264,1297.346
N,PA,2021-04-05,11.5,26.784658,82.86728,1.0278629,994.45374,1407.7555
N,PA,2021-04-12,29.987495,25.912546,86.18455,1.0212661,994.9028,1142.7744
N,PA,2021-04-19,29.637499,25.434204,87.648285,0.91829014,995.8405,1084.8339
N,PA,2021-04-26,9.931249,26.229042,83.38274,0.91791075,994.84436,1328.1257
NE,PB,2014-12-29,13.15,25.726303,67.20495,2.5920053,974.02637,1555.8209
NE,PB,2015-01-05,2.8,26.472254,63.09652,3.3890927,974.86383,1728.6858
NE,PB,2015-01-12,4.0249996,26.959707,59.690193,3.800859,974.4275,1885.9088
NE,PB,2015-01-19,3.0750003,27.487925,59.057922,3.2595863,977.1201,1737.6884
NE,PB,2015-01-26,0.525,27.712732,56.82731,3.0497525,977.07074,1926.9146
NE,PB,2015-02-02,33.549995,27.072672,63.39053,2.8597732,976.78516,1649.578
NE,PB,2015-02-09,2.55,27.542269,60.34679,3.2653012,977.83105,1842.9386
NE,PB,2015-02-16,13.5,26.72978,66.261955,2.5678782,976.41595,1533.8198
NE,PB,2015-02-23,11.625,27.182444,65.018005,2.5538163,976.6427,1868.9559
NE,PB,2015-03-02,39.074997,25.864763,71.37835,2.5853274,972.6493,1509.6884
NE,PB,2015-03-09,6.95,26.327658,69.85979,2.9085317,972.271,1725.6709
NE,PB,2015-03-16,23.099998,26.515903,68.543365,2.6200678,975.9703,1591.7609
NE,PB,2015-03-23,29.325,26.18699,72.83674,1.9461735,978.38184,1724.1422
NE,PB,2015-03-30,14.45,26.479847,68.89796,1.9039963,976.4141,1764.6036
NE,PB,2015-04-06,18.35,26.984144,70.793335,1.8781165,976.6868,1680.8749
NE,PB,2015-04-13,3.4,26.721891,67.79194,2.267102,977.15424,1838.331
NE,PB,2015-04-20,6.15,26.178267,72.79905,2.1869662,977.5413,1643.0446
NE,PB,2015-04-27,0.2,26.49209,66.3716,2.5740645,976.56464,1685.561
NE,PB,2015-05-04,0.725,26.506805,67.9676,2.4652271,974.2036,1589.9207
NE,PB,2015-05-11,4.5,25.998297,65.83353,2.6708772,974.3738,1609.4391
NE,PB,2015-05-18,5.65,26.185715,69.62638,2.4709425,975.2009,1468.4363
NE,PB,2015-05-25,5.975,25.911137,69.321915,2.6602678,974.07275,1377.3792
NE,PB,2015-06-01,22.775,25.006063,73.3058,2.3710172,974.95276,1221.7267
NE,PB,2015-06-08,6.7749996,24.583826,73.16989,2.3978424,975.06995,1302.4198
NE,PB,2015-06-15,5.725,24.37991,70.572914,2.5419643,976.1131,1315.4946
NE,PB,2015-06-22,41.750004,23.95729,74.552826,2.358333,978.3207,1134.2014
NE,PB,2015-06-29,76.749985,23.97515,80.402534,2.4074404,975.9449,974.46497
NE,PB,2015-07-06,13.125,23.863556,75.49377,2.3318982,976.31036,1346.6082
NE,PB,2015-07-13,36.999996,23.764263,72.848595,3.4978507,976.74243,1210.8195
NE,PB,2015-07-20,37.325005,23.258375,77.56784,2.3440442,976.77563,1156.4462
NE,PB,2015-07-27,47.42499,22.81791,77.65774,2.6609442,976.74884,1123.756
NE,PB,2015-08-03,2.2250001,23.614286,68.997025,2.7937503,976.6354,1420.1997
NE,PB,2015-08-10,10.475,23.460789,70.33855,3.3741074,977.13464,1299.7834
NE,PB,2015-08-17,3.9499998,24.514734,66.13839,3.0718746,975.39874,1615.0398
NE,PB,2015-08-24,0.875,24.674406,65.98735,3.2415183,976.1138,1626.2219
NE,PB,2015-08-31,5.675,25.022173,65.354164,2.8537202,976.15405,1621.1372
NE,PB,2015-09-07,1.475,25.04241,64.14807,3.3493307,975.0944,1615.2622
NE,PB,2015-09-14,6.325,24.958185,65.08036,3.31503,976.1875,1602.1421
NE,PB,2015-09-21,0.99999994,25.543753,61.924843,3.7860122,975.43976,1809.7919
NE,PB,2015-09-28,0.025,25.585567,60.098213,3.6796134,974.1146,1838.3499
NE,PB,2015-10-05,1.2249999,25.77329,62.043156,3.483259,975.2053,1631.1815
NE,PB,2015-10-12,5.4749994,25.597042,63.39222,3.7433767,975.56445,1637.5186
NE,PB,2015-10-19,0.0,26.315834,60.043762,3.6161032,974.89,1876.9148
NE,PB,2015-10-26,0.675,26.19678,59.071487,3.526441,974.5287,1802.9723
NE,PB,2015-11-02,0.0,26.409542,59.15049,3.857913,973.8731,1782.9708
NE,PB,2015-11-09,0.85,26.608225,58.745533,3.4846528,974.1284,1841.0612
NE,PB,2015-11-16,0.575,27.177233,58.36019,3.4462156,971.70337,1871.4855
NE,PB,2015-11-23,0.0,28.174461,55.642563,3.1631846,971.8097,1932.4446
NE,PB,2015-11-30,0.0,27.864498,55.955967,3.3195114,973.9766,1952.9218
NE,PB,2015-12-07,0.125,26.8983,61.58163,3.7090983,973.2686,1815.1555
NE,PB,2015-12-14,6.6499996,26.488607,65.718544,3.5762753,972.67523,1582.4581
NE,PB,2015-12-21,23.975,25.034777,72.440475,3.2340138,973.0068,1294.9675
NE,PB,2015-12-28,36.35,26.6179,66.39037,2.817237,974.54535,1628.611
NE,PB,2016-01-04,42.5,26.797966,69.596054,2.475498,973.5581,1413.2966
NE,PB,2016-01-11,5.5,26.629938,71.92223,2.5256875,972.8257,1492.0789
NE,PB,2016-01-18,52.000008,25.045559,81.60521,2.0811307,973.2297,1193.237
NE,PB,2016-01-25,7.125,26.001183,69.325836,2.8603199,974.3411,1798.9064
NE,PB,2016-02-01,6.2750006,26.137354,70.167725,2.7004025,974.0809,1720.4077
NE,PB,2016-02-08,3.425,26.837965,67.45423,2.6995277,974.48364,1842.971
NE,PB,2016-02-15,20.675,26.6047,69.21438,3.121464,977.0667,1524.2439
NE,PB,2016-02-22,8.674999,26.986353,67.93565,2.9451704,973.13464,1778.5853
NE,PB,2016-02-29,5.6000004,27.051474,67.29341,3.111838,977.40533,1798.6259
NE,PB,2016-03-07,11.749999,27.73696,65.52015,2.8745546,973.40344,1914.9381
NE,PB,2016-03-14,22.475,26.11136,74.10587,2.696017,974.324,1505.0848
NE,PB,2016-03-21,20.874998,26.883781,71.52753,2.747842,973.8779,1628.4165
NE,PB,2016-03-28,53.700012,26.449684,71.80908,2.4609559,973.59265,1585.7872
NE,PB,2016-04-04,8.325,26.680014,69.89107,2.372024,969.72955,1659.7053
NE,PB,2016-04-11,77.4,24.877975,79.58235,2.3763309,970.3447,1055.0198
NE,PB,2016-04-18,16.575,25.347172,74.74576,2.9028716,973.7592,1375.0662
NE,PB,2016-04-25,11.175001,26.266157,69.20153,2.8929424,975.96765,1513.0037
NE,PB,2016-05-02,8.400001,25.577564,68.92601,2.731036,977.52814,1465.8658
NE,PB,2016-05-09,50.22499,25.453236,74.53313,2.4788268,975.14667,1272.842
NE,PB,2016-05-16,4.8500004,25.37247,70.171875,2.6223958,975.63617,1483.2659
NE,PB,2016-05-23,18.100002,24.919601,73.99901,2.2711465,976.0423,1299.2832
NE,PB,2016-05-30,28.149998,25.210493,75.54918,2.463292,973.9408,1258.9857
NE,PB,2016-06-06,3.8,25.523808,70.42931,2.1879463,976.28723,1462.0393
NE,PB,2016-06-13,4.0750003,24.33177,66.24554,2.7319195,978.01044,1428.8474
NE,PB,2016-06-20,27.074997,24.446356,69.46726,3.031399,976.6421,1214.2748
NE,PB,2016-06-27,10.0,24.012115,65.952194,3.5164456,977.5661,1306.6731
NE,PB,2016-07-04,4.2499995,24.805431,66.6116,2.8909976,977.44794,1353.2831
NE,PB,2016-07-11,3.4999995,24.437126,66.37128,2.7621279,975.4174,1489.0782
NE,PB,2016-07-18,1.55,24.287947,62.05179,3.0411456,976.3943,1515.3666
NE,PB,2016-07-25,5.0499997,23.904388,63.224705,3.7145088,976.0297,1471.4012
NE,PB,2016-08-01,1.05,24.226353,60.334145,3.3603404,977.2282,1590.689
NE,PB,2016-08-08,1.05,24.672695,60.11357,3.1044643,976.30066,1657.7858
NE,PB,2016-08-15,3.5499997,25.399368,62.381474,3.3406363,975.6986,1590.5212
NE,PB,2016-08-22,3.175,24.955053,61.025234,3.6546533,976.1208,1635.4575
NE,PB,2016-08-29,4.8749995,24.924627,64.248344,3.7203703,976.4606,1532.2401
NE,PB,2016-09-05,5.0499997,25.075565,60.040092,3.7546346,977.5404,1699.0529
NE,PB,2016-09-12,0.32500002,25.757618,60.185833,3.8132312,976.64606,1794.9099
NE,PB,2016-09-19,0.05,26.116756,60.26142,3.5232995,976.05615,1827.8093
NE,PB,2016-09-26,0.05,26.366383,58.096165,3.638563,974.91296,1874.0938
NE,PB,2016-10-03,0.025,26.658033,56.07242,3.5346231,969.5705,1860.477
NE,PB,2016-10-10,3.85,26.183813,54.908604,4.4658184,971.86005,1812.6876
NE,PB,2016-10-17,1.1,26.908493,58.43178,4.2469516,973.50134,1820.3309
NE,PB,2016-10-24,0.05,26.55863,57.614,4.3959117,973.53284,1758.7598
NE,PB,2016-10-31,0.05,25.836512,58.706074,4.946417,967.13275,1587.0078
NE,PB,2016-11-07,0.4,26.405191,61.5367,4.3948574,971.4465,1637.6249
NE,PB,2016-11-14,0.6,26.679947,62.008568,4.00199,969.27484,1687.747
NE,PB,2016-11-21,0.35000002,26.671274,59.463535,4.096625,971.3028,1783.0344
NE,PB,2016-11-28,0.52500004,27.072727,59.5947,3.8800004,971.4986,1825.6261
NE,PB,2016-12-05,0.025,27.84253,57.944668,3.2768955,970.9886,2051.5579
NE,PB,2016-12-12,9.1,26.677938,60.908165,3.6878815,972.8604,1473.2543
NE,PB,2016-12-19,9.825,26.527157,61.71325,3.5557296,971.7836,1424.9425
NE,PB,2016-12-26,32.049995,26.653837,61.721306,3.921103,973.0661,1589.2655
NE,PB,2017-01-02,0.125,26.952717,58.03521,3.5228603,972.9458,1752.4309
NE,PB,2017-01-09,8.674999,27.029295,61.122738,3.309565,971.8376,1684.1365
NE,PB,2017-01-16,13.400001,26.804468,61.51725,3.1605792,972.3172,1583.2375
NE,PB,2017-01-23,19.875002,26.807178,64.1458,3.4486015,974.15045,1644.4276
NE,PB,2017-01-30,10.55,27.039062,62.273476,3.4965913,972.9525,1769.6345
NE,PB,2017-02-06,16.050003,26.891745,63.825775,2.9552078,971.46277,1673.4429
NE,PB,2017-02-13,13.224999,26.391148,65.81392,3.0201645,973.3959,1489.3693
NE,PB,2017-02-20,21.925003,26.495687,66.33352,2.8962796,972.88245,1739.899
NE,PB,2017-02-27,21.5,26.282076,70.052765,2.7470815,972.06433,1531.1646
NE,PB,2017-03-06,14.125,26.379501,69.35563,2.735396,971.973,1494.0259
NE,PB,2017-03-13,30.5,25.813166,71.9583,2.353897,972.701,1493.4054
NE,PB,2017-03-20,13.100001,26.69791,68.03437,2.7688055,973.2909,1691.7988
NE,PB,2017-03-27,30.149998,26.545713,72.14775,2.4718807,972.9542,1553.1595
NE,PB,2017-04-03,5.4750004,26.497469,67.75149,2.957366,972.7568,1625.488
NE,PB,2017-04-10,35.35,25.696943,75.519005,2.5187337,972.88794,1371.9739
NE,PB,2017-04-17,12.375,25.968704,71.337494,2.3300328,972.99,1570.0211
NE,PB,2017-04-24,23.775003,25.969349,71.30088,2.6291668,973.45984,1465.7843
NE,PB,2017-05-01,31.174995,24.973925,73.30028,2.646574,973.5237,1326.8326
NE,PB,2017-05-08,22.074997,25.474928,72.58035,2.3890636,973.6734,1384.0504
NE,PB,2017-05-15,11.500001,26.481482,68.96949,2.663021,973.64435,1511.2511
NE,PB,2017-05-22,12.700001,25.192179,73.197174,2.4045386,974.9784,1278.9161
NE,PB,2017-05-29,41.1,24.41856,78.20755,2.399198,975.888,1039.0377
NE,PB,2017-06-05,9.525001,24.813448,72.49347,2.9010885,974.69855,1301.6636
NE,PB,2017-06-12,17.375002,24.000048,73.49686,2.7854478,975.49646,1168.7507
NE,PB,2017-06-19,26.249996,24.059488,72.95485,3.0589628,975.1394,1132.3875
NE,PB,2017-06-26,74.57499,23.48534,76.96535,2.682813,976.2701,965.15454
NE,PB,2017-07-03,18.1,22.688755,75.53981,3.7451658,977.70026,1033.3489
NE,PB,2017-07-10,13.150001,22.697372,72.20619,3.553298,977.3244,1122.3258
