region,state,periodo_ref,chuva_media_acumulada,temperatura_media,umidade_media,vento_medio_kmh,pressao_media_inHg,radiacao_media
CO,MS,2021-04-01,7.440001,24.53149,62.980568,6.5133224,28.635765,1469.574
CO,MT,2015-01-01,393.25317,24.980589,81.214294,4.927313,28.568283,1350.2611
CO,MT,2015-04-01,149.5118,24.691158,77.90645,4.542245,28.5893,1157.9976
CO,MT,2015-07-01,45.017647,26.549868,55.86082,5.85049,28.590563,1351.9929
CO,MT,2015-10-01,307.64706,26.791063,72.695114,5.442318,28.53481,1415.0835
CO,MT,2016-01-01,498.15936,25.754278,82.185715,5.000141,28.528353,1313.2262
CO,MT,2016-04-01,65.77058,24.714489,72.04295,4.613064,28.628819,1249.9484
CO,MT,2016-07-01,61.01176,25.367083,56.021793,5.5390444,28.618189,1296.353
CO,MT,2016-10-01,443.61206,25.47458,76.86521,4.88745,28.523554,1275.1802
CO,MT,2017-01-01,538.55927,24.974075,82.80833,4.145803,28.551102,1240.2252
CO,MT,2017-04-01,100.13527,24.746717,75.491394,3.9357839,28.547277,1197.0173
CO,MT,2017-07-01,25.65294,26.341825,50.87523,5.766093,28.610378,1371.4425
CO,MT,2017-10-01,521.2725,25.665798,76.72133,5.2927976,28.459372,1275.7755
CO,MT,2018-01-01,571.1949,25.020374,82.89521,4.4594474,28.472857,1215.0037
CO,MT,2018-04-01,132.77223,23.83734,75.1263,4.5436764,28.58603,1245.0643
CO,MT,2018-07-01,63.40556,25.114094,56.937336,6.1712847,28.573769,1373.5353
CO,MT,2018-10-01,567.37256,25.69496,78.85415,5.22817,28.495026,1335.4291
CO,MT,2019-01-01,537.6055,25.357193,81.07473,4.8539515,28.539873,1249.9883
CO,MT,2019-04-01,157.53331,24.816843,71.961845,4.423452,28.59002,1242.0707
CO,MT,2019-07-01,42.01538,25.85763,53.605755,5.859389,28.627779,1359.0558
CO,MT,2019-10-01,388.5694,25.793056,75.32144,4.993427,28.515875,1287.8105
CO,MT,2020-01-01,504.56332,25.792084,81.27997,4.754171,28.54616,1278.4551
CO,MT,2020-04-01,117.58945,24.854744,72.9508,4.6452856,28.611074,1263.4113
CO,MT,2020-07-01,11.08421,26.53336,48.48864,6.1211786,28.575909,1434.9261
CO,MT,2020-10-01,163.90002,27.634043,64.69223,6.1444354,28.457733,1460.4174
CO,MT,2021-01-01,169.32982,25.469778,77.077446,5.3601103,28.357344,1427.2529
CO,MT,2021-04-01,21.064863,25.679358,73.87004,5.381364,28.438042,1441.1447
N,PA,2015-01-01,475.62534,25.724749,80.7243,4.2050924,29.43506,1216.6273
N,PA,2015-04-01,312.6752,26.142973,81.02983,3.5571604,29.45601,1222.9884
N,PA,2015-07-01,67.44799,27.304464,70.214455,5.281057,29.440945,1474.9901
N,PA,2015-10-01,81.09601,28.190718,68.58874,5.9540954,29.411316,1463.8771
N,PA,2016-01-01,571.28046,26.62725,80.46443,4.8050075,29.425821,1223.5314
N,PA,2016-04-01,315.4962,26.79493,79.05846,4.0901284,29.46514,1358.4188
N,PA,2016-07-01,104.26154,27.186945,71.084335,4.9199567,29.459211,1503.1713
N,PA,2016-10-01,274.3,27.131678,75.23644,4.9496055,29.347368,1353.2479
N,PA,2017-01-01,863.47375,25.474743,83.97326,3.6989741,29.36888,1141.2482
N,PA,2017-04-01,397.97354,26.511715,78.78516,3.6149373,29.39852,1252.178
N,PA,2017-07-01,66.346664,27.285799,66.42945,5.036555,29.408094,1388.7455
N,PA,2017-10-01,303.19366,27.182302,72.364334,5.2763553,29.340488,1243.6643
N,PA,2018-01-01,632.1378,25.680162,81.5796,3.9903095,29.3559,1131.1018
N,PA,2018-04-01,394.68756,25.980673,78.98213,3.7689807,29.412897,1208.1693
N,PA,2018-07-01,147.21873,26.752598,71.90448,4.7511835,29.386806,1314.6473
N,PA,2018-10-01,381.21228,26.675833,77.213844,4.5914254,29.350853,1138.3159
N,PA,2019-01-01,801.11365,25.617281,84.14227,3.9568226,29.422224,1071.1143
N,PA,2019-04-01,600.9135,26.177526,81.30517,3.7750902,29.410069,1150.5107
N,PA,2019-07-01,132.29033,27.04279,69.00429,4.8522124,29.413273,1365.6335
N,PA,2019-10-01,322.471,26.993654,74.53694,4.950176,29.332361,1213.126
N,PA,2020-01-01,844.9617,25.868813,82.61971,3.6157775,29.441492,1073.5864
N,PA,2020-04-01,434.67117,26.305653,79.28726,3.3916337,29.45105,1234.769
N,PA,2020-07-01,58.490326,27.46655,63.761642,4.4674387,29.406874,1452.7927
N,PA,2020-10-01,228.93561,27.325943,72.46365,4.7675695,29.356102,1342.9948
N,PA,2021-01-01,480.044,25.863995,83.24448,3.7512572,29.319838,1114.4033
N,PA,2021-04-01,103.62499,26.027767,85.47885,3.3317883,29.38753,1248.953
NE,PB,2015-01-01,187.62502,26.395758,66.54717,10.760214,28.748924,1668.3905
NE,PB,2015-04-01,160.12495,25.498358,71.14244,8.759129,28.782478,1422.6635
NE,PB,2015-07-01,215.55013,24.243397,69.58793,10.936941,28.824707,1440.7391
NE,PB,2015-10-01,75.399994,26.501959,60.691685,12.775139,28.766438,1749.7026
NE,PB,2016-01-01,259.99997,26.474596,70.76824,9.686962,28.752176,1619.3198
NE,PB,2016-04-01,264.25015,25.205616,72.03694,9.427502,28.79521,1368.2587
NE,PB,2016-07-01,38.475006,24.857712,62.49781,12.146958,28.827732,1583.3059
NE,PB,2016-10-01,57.975002,26.747894,59.029915,14.146953,28.734476,1700.8617
NE,PB,2017-01-01,191.32494,26.64537,65.429596,10.838814,28.72302,1626.9744
NE,PB,2017-04-01,322.29993,25.250645,72.69701,9.526766,28.767548,1329.483
NE,PB,2017-07-01,183.4502,23.713526,68.69464,12.375158,28.842579,1486.3276
NE,PB,2017-10-01,24.44445,26.831757,58.863018,12.844738,28.751871,1704.3009
NE,PB,2018-01-01,180.15564,27.187151,64.42052,8.838646,28.74305,1719.8813
NE,PB,2018-04-01,318.28903,24.344118,74.28119,7.3444486,28.807407,1307.6471
NE,PB,2018-07-01,57.022236,24.893105,61.774067,10.54227,28.835707,1516.7485
NE,PB,2018-10-01,66.333336,26.936897,59.362957,11.1344185,28.756975,1704.7339
NE,PB,2019-01-01,299.68893,26.562914,69.10351,7.883218,28.762665,1550.0015
NE,PB,2019-04-01,300.4667,25.408844,74.3775,6.9892173,28.790571,1345.424
NE,PB,2019-07-01,161.37788,24.30825,70.09054,9.474264,28.855137,1298.1287
NE,PB,2019-10-01,23.444445,27.141945,59.0898,10.95521,28.741798,1682.6064
NE,PB,2020-01-01,304.46667,26.815317,71.82384,7.160625,28.658684,1490.9365
NE,PB,2020-04-01,282.91125,25.07521,79.13261,6.3039737,28.702168,1337.5775
NE,PB,2020-07-01,80.2222,24.18426,66.565926,9.542905,28.701736,1339.4005
NE,PB,2020-10-01,30.511105,26.609776,62.25425,10.367241,28.628769,1489.442
NE,PB,2021-01-01,119.55557,26.47457,67.24431,7.975888,28.60938,1422.785
NE,PB,2021-04-01,53.088875,26.036898,74.07197,5.521244,28.63112,1552.5114
NE,PE,2015-01-01,101.950005,26.77054,60.954967,10.222781,28.494415,1748.9227
NE,PE,2015-04-01,154.51668,25.495962,67.23404,9.55137,28.534132,1453.081
NE,PE,2015-07-01,146.15004,23.89308,66.37706,10.698292,28.58448,1525.9254
NE,PE,2015-10-01,53.000004,27.164986,54.53851,10.853246,28.507036,1801.0568
NE,PE,2016-01-01,222.99994,26.393652,66.81912,7.906492,28.502546,1613.8851
NE,PE,2016-04-01,152.50005,25.17198,68.086555,8.49413,28.552607,1452.5446
NE,PE,2016-07-01,51.183292,24.098883,63.993084,9.59344,28.58841,1603.5106
NE,PE,2016-10-01,28.183334,27.179436,56.25925,10.54631,28.481176,1787.7383
NE,PE,2017-01-01,94.03332,27.203234,59.720814,8.832368,28.470999,1731.1958
NE,PE,2017-04-01,309.58365,24.807634,72.70161,8.030337,28.531988,1331.0385
NE,PE,2017-07-01,176.43094,22.820738,70.79002,10.550242,28.608366,1409.2604
NE,PE,2017-10-01,44.738464,26.796988,57.923466,10.104018,28.475065,1759.651
NE,PE,2018-01-01,191.99997,26.688005,64.88632,8.109539,28.460358,1669.646
NE,PE,2018-04-01,218.83102,24.516447,71.095024,8.883567,28.533333,1409.2097
NE,PE,2018-07-01,65.3692,23.956846,63.688084,11.129533,28.507256,1528.7844
NE,PE,2018-10-01,88.58461,26.668987,59.147274,10.55775,28.416096,1625.4666
NE,PE,2019-01-01,169.40001,26.663082,65.81597,8.419078,28.422337,1548.0974
NE,PE,2019-04-01,156.84616,25.07179,70.74781,7.970616,28.456875,1287.4108
NE,PE,2019-07-01,121.12316,23.439676,67.79724,10.580845,28.526276,1291.4308
NE,PE,2019-10-01,40.199997,26.971611,54.14526,11.152175,28.406803,1663.6643
NE,PE,2020-01-01,265.52322,26.626995,66.0176,7.651014,28.409311,1472.1367
NE,PE,2020-04-01,196.64655,24.61916,73.06922,7.9329066,28.466524,1246.8613
NE,PE,2020-07-01,58.72306,23.65971,63.869236,11.334449,28.499552,1449.9495
NE,PE,2020-10-01,62.584614,27.04722,54.67843,10.642405,28.416739,1703.4048
NE,PE,2021-01-01,117.84612,27.107304,57.642315,9.208254,28.395061,1706.2352
NE,PE,2021-04-01,107.84616,26.35982,64.77515,8.486785,28.517092,1521.2484
NE,PI,2015-01-01,271.67374,26.983568,70.06424,5.845807,28.993164,1520.395
NE,PI,2015-04-01,133.98947,26.962988,65.490906,6.620073,29.03796,1473.2954
NE,PI,2015-07-01,7.263157,28.384977,44.734936,8.962405,29.039913,1704.3014
NE,PI,2015-10-01,60.92632,30.566082,43.582283,8.510378,28.966887,1701.3466
NE,PI,2016-01-01,388.47385,27.257545,71.32536,5.6323705,29.00063,1447.2156
NE,PI,2016-04-01,83.1579,27.938828,58.948147,6.626572,29.033758,1546.9666
NE,PI,2016-07-01,16.557896,28.65409,43.505177,8.976121,29.046486,1759.5901
NE,PI,2016-10-01,105.557884,29.773859,49.356842,8.083505,28.948511,1658.4484
NE,PI,2017-01-01,352.1791,27.007305,71.515526,5.2833977,28.977135,1473.4076
NE,PI,2017-04-01,140.61053,27.145992,64.71576,6.3721104,29.018122,1515.1018
NE,PI,2017-07-01,11.336841,27.782137,47.152264,9.9278145,29.075037,1757.6195
NE,PI,2017-10-01,129.55789,29.455627,52.5871,7.7645426,28.94921,1653.7045
NE,PI,2018-01-01,379.02026,26.045124,76.52642,5.012507,28.872623,1322.7238
NE,PI,2018-04-01,95.69,26.264578,65.884514,6.055077,28.936031,1389.5233
NE,PI,2018-07-01,11.36,28.424444,44.222603,7.568055,28.933407,1641.8552
NE,PI,2018-10-01,222.02858,28.424566,59.214825,6.3956017,28.892008,1463.1724
NE,PI,2019-01-01,356.89014,26.645727,74.800446,4.70362,28.927708,1410.4926
NE,PI,2019-04-01,204.93001,26.360462,71.22872,5.2949076,28.948475,1402.0905
NE,PI,2019-07-01,11.599999,28.032492,46.96875,8.47123,28.9826,1663.945
NE,PI,2019-10-01,68.171425,29.672026,50.68173,7.3987846,28.874933,1658.6693
NE,PI,2020-01-01,450.6003,26.263071,78.72688,4.5463533,28.928137,1335.5232
NE,PI,2020-04-01,134.37144,26.493067,72.79551,5.8530207,28.967194,1379.0516
NE,PI,2020-07-01,2.5238094,27.83507,47.922764,9.035804,28.904093,1748.0219
NE,PI,2020-10-01,74.91429,28.56349,56.467278,7.2824645,28.87259,1484.1504
NE,PI,2021-01-01,173.99052,26.938673,72.132935,5.937526,28.84942,1295.0917
NE,PI,2021-04-01,33.92381,27.315935,69.75871,6.1248717,28.863684,1426.602
S,PR,2015-01-01,360.33066,23.959995,76.93121,6.0485005,27.920687,1604.8373
S,PR,2015-04-01,219.80872,18.636038,79.85432,6.704439,28.02188,1098.6356
S,PR,2015-07-01,324.261,19.083033,72.73393,7.2791705,27.987413,1189.9122
S,PR,2015-10-01,654.4615,22.16577,82.62564,7.411827,27.89559,1129.3203
S,PR,2016-01-01,471.4872,23.387789,79.16532,6.640071,27.913267,1352.0559
S,PR,2016-04-01,269.3334,17.490267,77.81746,5.434825,27.984137,999.53436
S,PR,2016-07-01,202.88467,16.967724,70.928444,6.6840334,27.947432,1248.5581
S,PR,2016-10-01,401.13867,21.37913,74.840515,7.914195,27.83318,1378.5964
S,PR,2017-01-01,422.12338,23.384003,78.56523,6.821029,27.839413,1431.5938
S,PR,2017-04-01,401.03864,18.42093,81.23071,7.773679,27.931742,1040.0243
S,PR,2017-07-01,137.2769,18.707005,66.61678,9.318414,27.997097,1310.9149
S,PR,2017-10-01,626.50824,21.579678,74.918365,8.151298,27.802572,1372.3435
S,PR,2018-01-01,504.82346,22.773617,79.4597,6.9151025,27.817354,1309.8485
S,PR,2018-04-01,146.54611,18.707815,74.71265,6.58544,27.87786,1121.78
S,PR,2018-07-01,215.79225,17.347034,71.07076,6.9297147,27.825216,1182.5336
S,PR,2018-10-01,382.13092,22.07515,73.11775,7.88938,27.747791,1419.0702
S,PR,2019-01-01,461.0081,23.465382,75.42273,6.6255565,27.776024,1417.1537
S,PR,2019-04-01,314.04626,19.474531,77.94716,6.139433,27.83738,1019.8248
S,PR,2019-07-01,112.076904,17.983315,66.899445,8.413692,27.877722,1189.8583
S,PR,2019-10-01,386.2078,22.942781,70.99959,7.9169383,27.757702,1421.747
S,PR,2020-01-01,293.1,23.209515,73.27716,7.225468,27.772682,1403.7599
S,PR,2020-04-01,230.34613,18.46587,70.123764,6.8943877,27.932222,1153.1998
S,PR,2020-07-01,158.2692,18.51378,67.8776,7.3739758,27.93273,1171.4961
S,PR,2020-10-01,213.4077,22.476402,67.7783,7.179021,27.702604,1558.8192
S,PR,2021-01-01,264.2386,22.992289,76.3839,5.802987,27.686462,1463.9807
S,PR,2021-04-01,9.246153,19.337046,71.6846,6.464765,27.631145,1309.0493
SE,RJ,2015-01-01,329.18762,25.094398,74.84299,8.467328,28.956139,1531.1448
SE,RJ,2015-04-01,222.67491,20.878592,80.44991,6.833282,29.080286,1185.5977
SE,RJ,2015-07-01,130.7222,20.8974,78.11724,7.800644,29.17559,1143.1924
SE,RJ,2015-10-01,336.4445,24.076176,79.10947,8.291575,29.062344,1355.9209
SE,RJ,2016-01-01,565.667,25.536861,78.55063,7.745861,29.32399,1492.1366
SE,RJ,2016-04-01,144.99995,20.4984,80.67533,6.8653803,29.144093,1038.4104
SE,RJ,2016-07-01,98.43999,20.037933,75.636665,8.510439,29.147165,1055.4978
SE,RJ,2016-10-01,539.7703,22.972876,78.62512,9.034678,29.010721,1374.6375
SE,RJ,2017-01-01,410.8502,24.989468,76.365524,8.3165,29.0027,1596.864
SE,RJ,2017-04-01,237.04,20.697117,81.2838,6.987956,29.122375,1082.2018
SE,RJ,2017-07-01,93.86086,18.934755,74.77786,7.8915095,28.972273,1311.9982
SE,RJ,2017-10-01,375.5828,22.669983,76.836975,8.562146,28.78699,1338.9464
SE,RJ,2018-01-01,641.19165,24.189264,80.116,6.9559846,28.771606,1404.2975
SE,RJ,2018-04-01,206.1652,20.516363,80.61123,5.913104,28.935608,1106.9482
SE,RJ,2018-07-01,192.31659,19.716257,77.93633,7.159189,28.980871,1133.8694
SE,RJ,2018-10-01,446.0309,22.721952,79.68461,7.593758,28.833382,1261.8588
SE,RJ,2019-01-01,578.8004,25.060526,77.76167,6.8804345,28.827932,1491.4827
SE,RJ,2019-04-01,316.6232,21.837465,80.228485,5.9064994,28.903118,1174.7634
SE,RJ,2019-07-01,201.2615,19.342821,76.301704,7.3233995,28.993038,1092.6642
SE,RJ,2019-10-01,425.92334,22.760384,79.21399,7.481023,28.826569,1300.2753
SE,RJ,2020-01-01,685.0235,23.664415,82.05623,6.4405117,28.808952,1287.5266
SE,RJ,2020-04-01,138.36148,20.542444,78.32346,5.7672257,29.125458,1051.672
SE,RJ,2020-07-01,158.23846,20.658482,74.0047,7.220551,29.114477,1172.8911
SE,RJ,2020-10-01,466.6003,23.13399,78.98487,7.4374957,28.933403,1238.5703
SE,RJ,2021-01-01,327.26172,24.814499,76.2899,7.2087746,28.890078,1565.4393
SE,RJ,2021-04-01,67.67691,21.980034,76.37761,6.565463,29.080036,1301.1248
NE,RN,2015-01-01,166.62498,28.053713,66.42891,14.288305,29.58315,1753.3329
NE,RN,2015-04-01,152.65,27.456339,68.87048,12.512609,29.617374,1571.6078
NE,RN,2015-07-01,90.350006,26.628098,64.36242,15.914636,29.657562,1640.7479
NE,RN,2015-10-01,14.625,28.138615,60.842754,17.109058,29.606152,1923.9182
NE,RN,2016-01-01,197.97499,28.233295,71.18567,12.780905,29.588215,1561.3353
NE,RN,2016-04-01,159.72502,27.545742,69.82132,12.625689,29.62193,1289.966
NE,RN,2016-07-01,30.449997,27.194181,60.33788,16.215057,29.655176,1504.7394
NE,RN,2016-10-01,35.925,28.543438,59.819035,17.138262,29.56857,1573.1438
NE,RN,2017-01-01,178.77502,28.158194,68.23026,13.201065,29.560038,1448.2227
NE,RN,2017-04-01,178.82501,27.371988,70.65086,11.554504,29.61171,1306.336
NE,RN,2017-07-01,116.62509,26.42647,63.887848,15.108705,29.683292,1325.3011
NE,RN,2017-10-01,19.111107,28.209728,59.651886,15.212187,29.610966,1519.5872
NE,RN,2018-01-01,238.71115,28.018198,64.15253,11.294045,29.598103,1424.5569
NE,RN,2018-04-01,155.88892,26.39662,70.57919,9.40857,29.655443,1305.3538
NE,RN,2018-07-01,45.266678,26.867004,60.74305,14.510947,29.709412,1486.5189
NE,RN,2018-10-01,59.73333,28.298252,60.589558,14.843238,29.638197,1529.2981
NE,RN,2019-01-01,284.60007,27.542503,72.77892,10.407235,29.647593,1284.1517
NE,RN,2019-04-01,278.91125,26.867008,77.626076,8.115086,29.640913,1390.5266
NE,RN,2019-07-01,48.68887,26.688221,64.09638,12.040983,29.70034,1513.0321
NE,RN,2019-10-01,68.02226,28.338863,61.99083,14.644022,29.596779,1830.0602
NE,RN,2020-01-01,361.2223,27.990469,77.02607,9.68151,29.673208,1575.8624
NE,RN,2020-04-01,190.17784,27.438541,79.18781,7.911473,29.702011,1537.2002
NE,RN,2020-07-01,43.133324,28.550486,55.587402,13.4149275,29.670185,1832.3057
NE,RN,2020-10-01,12.111104,30.819006,52.376274,15.521456,29.609686,2124.554
NE,RN,2021-01-01,16.599998,30.172203,59.212048,11.824926,29.542377,2065.6301
NE,RN,2021-04-01,12.533332,29.289606,66.33448,10.523435,29.544662,1951.4147
N,RO,2015-01-01,640.5503,25.201637,81.8661,5.200049,28.71538,1220.2072
N,RO,2015-04-01,381.60016,25.40703,79.63328,4.8452206,28.956863,1284.4386
N,RO,2015-07-01,34.550003,27.514538,61.611217,5.653034,29.047405,1530.6896
N,RO,2015-10-01,409.95013,27.070526,74.17905,5.5331125,28.977934,1430.8578
N,RO,2016-01-01,917.10077,26.221025,81.8994,4.944477,28.934244,1274.1342
N,RO,2016-04-01,214.20006,25.400036,76.79557,5.1393166,29.019508,1377.3291
N,RO,2016-07-01,143.69998,26.393406,61.838985,5.5499,29.073181,1483.1907
N,RO,2016-10-01,268.65726,26.186771,77.57877,5.7574167,28.951918,1313.4946
N,RO,2017-01-01,476.9716,26.242033,81.096214,6.522575,28.82963,980.389
N,RO,2017-04-01,173.9143,26.226633,74.97345,6.2184715,28.888168,1011.43195
N,RO,2017-07-01,70.542854,26.671053,62.62814,6.1151156,28.928839,995.1016
N,RO,2017-10-01,442.7717,26.153849,78.943054,6.3121204,28.818762,847.7514
N,RO,2018-01-01,519.0578,25.545572,83.37873,6.009954,28.824629,792.1829
N,RO,2018-04-01,156.80002,24.949022,77.89994,5.697134,28.920969,890.67706
N,RO,2018-07-01,105.142845,25.762236,63.724514,6.0417037,29.011374,890.8834
N,RO,2018-10-01,529.85754,26.602867,77.545204,5.0294747,29.118341,736.56885
N,RO,2019-01-01,1055.4508,25.485594,83.02639,4.9741898,29.041634,1122.0206
N,RO,2019-04-01,300.2,25.769897,77.382744,4.651708,29.06183,1165.0667
N,RO,2019-07-01,32.499992,27.34327,57.12109,5.9533973,29.092096,1372.2424
N,RO,2019-10-01,550.00024,25.683525,80.041954,5.2745705,28.82048,1279.3989
N,RO,2020-01-01,754.10046,25.667908,82.511444,5.2468634,28.844315,1221.4332
N,RO,2020-04-01,197.04993,25.354773,76.579384,4.675104,28.906668,1337.0931
N,RO,2020-07-01,8.799999,29.006113,46.966373,5.538286,28.885803,1715.4117
N,RO,2020-10-01,182.25,26.315998,70.69316,5.1397314,28.545456,1370.2739
N,RO,2021-01-01,271.05002,24.8862,79.97338,4.9758368,28.552944,1236.7764
N,RO,2021-04-01,57.09998,25.060202,77.808334,4.9214964,28.584593,1348.0094
N,RR,2015-01-01,16.199995,28.75801,55.979107,9.336929,29.58604,1518.2659
N,RR,2015-04-01,0.0,27.136251,70.9652,6.798291,29.614574,1421.1848
N,RR,2015-07-01,0.0,27.662352,71.25781,5.2327323,29.60352,1610.4308
N,RR,2015-10-01,10.4,29.34861,58.8903,7.4178596,29.556004,1624.0182
N,RR,2016-01-01,33.400005,29.328505,54.686527,9.60748,29.58195,1591.4797
N,RR,2016-04-01,938.0005,26.982327,75.938736,5.4911404,29.62014,1359.8898
N,RR,2016-07-01,413.19998,27.146864,73.901955,5.1086617,29.62094,1583.5131
N,RR,2016-10-01,48.399994,28.617054,64.3894,6.650451,29.541391,1640.0939
N,RR,2017-01-01,172.99998,24.842764,74.87311,5.3388095,28.617544,498.90115
N,RR,2017-04-01,447.20016,24.880985,75.63162,5.762855,28.250431,715.31915
N,RR,2017-07-01,409.4667,24.492481,78.35777,5.230436,28.277548,778.99744
N,RR,2017-10-01,43.86667,28.323711,67.78751,5.091696,29.43172,830.95276
N,RR,2018-01-01,74.26667,27.58474,64.746124,6.2764482,29.467106,807.90094
N,RR,2018-04-01,620.8001,24.272295,81.984795,3.9799583,28.652838,429.06296
N,RR,2018-07-01,382.26685,21.965582,77.36257,3.8063881,28.634352,499.03177
N,RR,2018-10-01,89.533325,27.467682,70.82233,4.9192405,29.46923,825.4526
N,RR,2019-01-01,12.2,29.019773,54.51574,9.858163,29.59433,1651.1658
N,RR,2019-04-01,991.4007,27.458996,70.76099,6.315174,29.604393,1332.4662
N,RR,2019-07-01,843.2004,26.511637,77.320656,4.723789,29.63137,1398.3163
N,RR,2019-10-01,332.00006,27.716446,70.65489,6.217639,29.542826,1546.5374
N,RR,2020-01-01,14.4,28.726545,57.121338,8.727744,29.588564,1663.421
N,RR,2020-04-01,773.8007,27.23127,72.94185,5.7712164,29.617908,1294.515
N,RR,2020-07-01,531.39996,26.488325,76.178734,4.7602935,29.599659,1000.0749
N,RR,2020-10-01,1.0,28.454947,66.03297,6.923077,29.52533,1716.8889
N,RR,2021-01-01,24.2,28.804695,61.169014,8.22199,29.570274,1615.1746
N,RR,2021-04-01,0.0,,,,,
S,RS,2015-01-01,361.62653,22.83283,78.12915,9.012472,28.812975,1492.4015
S,RS,2015-04-01,335.79486,16.987116,79.08205,8.727152,28.929113,1027.2021
S,RS,2015-07-01,417.15295,16.196535,79.06807,10.100535,28.872488,958.27997
S,RS,2015-10-01,671.274,19.92531,79.8194,10.696832,28.79083,1215.459
S,RS,2016-01-01,387.2318,23.008188,77.285324,9.450504,28.808403,1468.6589
S,RS,2016-04-01,268.25513,15.614143,81.50158,8.618173,28.94352,912.8075
S,RS,2016-07-01,276.74637,14.320185,77.25375,9.783474,28.934256,1117.2958
S,RS,2016-10-01,502.03348,20.165323,72.9794,10.7743,28.751022,1529.692
S,RS,2017-01-01,416.46674,22.784298,78.65409,9.309645,28.756676,1470.999
S,RS,2017-04-01,593.9767,16.58631,81.57145,10.047956,28.851383,910.0335
S,RS,2017-07-01,300.10474,16.63519,75.620865,10.826824,28.910807,1080.1012
S,RS,2017-10-01,442.90494,20.31556,71.209724,11.100624,28.721004,1546.393
S,RS,2018-01-01,380.53967,22.16983,75.21563,9.483497,28.724615,1521.4438
S,RS,2018-04-01,301.51636,16.676035,80.75284,8.687332,28.87762,972.4486
S,RS,2018-07-01,444.41415,14.405761,82.23661,9.929903,28.872658,917.1006
S,RS,2018-10-01,439.21408,20.643843,73.49264,10.61007,28.753279,1486.013
S,RS,2019-01-01,465.33975,22.627548,77.65359,9.346318,28.766966,1427.0605
S,RS,2019-04-01,387.90717,17.87192,82.42252,8.528472,28.832405,941.143
S,RS,2019-07-01,284.58182,13.945281,75.81455,9.554977,28.937208,1106.4244
S,RS,2019-10-01,463.82288,21.190998,70.773796,10.7682705,28.767118,1494.2965
S,RS,2020-01-01,237.34541,23.152668,70.54509,10.0108795,28.781029,1595.4023
S,RS,2020-04-01,364.6546,16.274265,73.68729,9.711837,28.873146,1046.214
S,RS,2020-07-01,342.491,14.629567,75.556175,9.091785,28.874813,1053.1978
S,RS,2020-10-01,203.10907,20.80545,69.63329,9.667855,28.767328,1579.739
S,RS,2021-01-01,346.73196,22.314394,76.93141,7.780382,28.705334,1471.1488
S,RS,2021-04-01,30.977272,19.470924,74.45726,8.111432,28.850674,1310.2667
S,SC,2015-01-01,516.60034,21.810379,81.56335,7.6938486,27.896883,1377.7163
S,SC,2015-04-01,325.6954,16.684042,81.92436,7.4588847,28.001888,1023.5811
S,SC,2015-07-01,422.27643,16.596775,79.64136,8.999693,27.962042,1023.5487
S,SC,2015-10-01,648.0767,19.672216,83.30602,8.95073,27.88204,1026.4503
S,SC,2016-01-01,519.45746,21.797764,81.40458,7.4914913,27.893728,1304.5114
S,SC,2016-04-01,269.04553,15.165132,82.480644,7.034822,27.97243,955.6316
S,SC,2016-07-01,318.41824,14.402761,78.17834,8.664427,27.95788,1139.153
S,SC,2016-10-01,510.09128,19.06938,79.07579,9.47167,27.85042,1317.0138
S,SC,2017-01-01,459.01868,21.918663,78.631935,7.2253504,27.853529,1369.533
S,SC,2017-04-01,471.72772,16.638594,81.20835,7.7543807,27.94389,890.9135
S,SC,2017-07-01,191.87265,16.248613,73.62525,7.99732,28.026268,1155.0123
S,SC,2017-10-01,532.864,19.410545,77.36701,8.974893,27.818995,1358.5166
S,SC,2018-01-01,513.02765,21.060556,81.66063,7.024555,27.86894,1278.0692
S,SC,2018-04-01,202.73633,16.93076,81.228455,6.1048055,28.146408,1041.6783
S,SC,2018-07-01,281.791,15.112587,80.70216,6.451788,28.046154,1009.98126
S,SC,2018-10-01,455.10013,19.942213,78.82458,8.9734745,27.855436,1364.4961
S,SC,2019-01-01,496.66696,21.72745,82.00195,8.159922,27.83315,1289.0131
S,SC,2019-04-01,447.4253,17.767324,84.991066,7.3870645,27.892578,889.739
S,SC,2019-07-01,164.39989,15.099616,77.72971,9.118379,27.931725,1033.7645
S,SC,2019-10-01,400.86685,20.302092,77.47846,7.817406,27.799965,1382.0962
S,SC,2020-01-01,325.84177,21.394705,77.8505,7.650364,27.810507,1451.3511
S,SC,2020-04-01,262.4,16.018114,77.19075,7.721741,27.888527,1114.6696
S,SC,2020-07-01,276.06668,15.416143,78.82558,8.142346,27.91154,1008.2177
S,SC,2020-10-01,348.03354,20.081581,76.67036,8.044677,27.801893,1390.0846
S,SC,2021-01-01,449.90042,21.25496,81.68831,7.742638,27.685877,1332.5598
S,SC,2021-04-01,28.908339,17.984707,76.95736,7.7182145,27.668844,1285.5842
NE,SE,2015-01-01,116.83999,26.687023,72.04927,11.239757,29.346725,1721.3962
NE,SE,2015-04-01,464.28027,24.995584,80.04527,6.893071,29.396978,1279.3376
NE,SE,2015-07-01,249.52007,23.464607,76.51054,6.2811217,29.450195,1420.5641
NE,SE,2015-10-01,50.880005,26.189693,68.03937,12.271357,29.362072,1835.5631
NE,SE,2016-01-01,159.31995,26.981281,71.35453,9.345697,29.344446,1634.5807
NE,SE,2016-04-01,275.6,25.493969,74.66594,7.4305153,29.396286,1345.4364
