region,state,periodo_ref,chuva_media_acumulada,temperatura_media,umidade_media,vento_medio_kmh,pressao_media_inHg,radiacao_media
NE,CE,2015-05-01,60.24285,26.888803,70.165245,7.9738574,29.0697,1374.5973
NE,CE,2015-06-01,41.271427,26.514544,66.12171,8.910575,29.118038,1348.7363
NE,CE,2015-07-01,51.185722,26.568476,63.313564,10.5402,29.120834,1337.4983
NE,CE,2015-08-01,2.542857,26.953411,55.956783,11.78756,29.104557,1469.777
NE,CE,2015-09-01,4.757144,27.612513,55.087044,12.043406,29.087128,1682.8455
NE,CE,2015-10-01,1.3571428,28.163294,53.553425,12.424889,29.071009,1769.2262
NE,CE,2015-11-01,0.84285706,28.5761,54.253628,12.193573,29.025076,1753.1045
NE,CE,2015-12-01,20.157146,28.809408,55.45771,11.860721,29.057276,1577.1494
NE,CE,2016-01-01,126.59998,26.877937,73.20665,7.4090858,29.046152,1238.7896
NE,CE,2016-02-01,39.899994,27.495092,69.3077,7.8341804,29.046427,1559.8127
NE,CE,2016-03-01,109.771416,27.711142,71.21378,7.275626,29.053267,1468.0417
NE,CE,2016-04-01,82.99999,26.927416,74.158875,6.7171493,29.035795,1368.033
NE,CE,2016-05-01,46.885708,27.22038,68.4231,6.442096,29.090895,1340.0979
NE,CE,2016-06-01,17.799997,27.175457,61.50455,7.660122,29.12802,1389.5168
NE,CE,2016-07-01,2.3714287,27.261618,54.0472,9.534181,29.114744,1527.6036
NE,CE,2016-08-01,1.7999998,27.926573,50.623928,10.602748,29.108488,1623.9757
NE,CE,2016-09-01,2.5571427,28.195272,53.238483,11.002389,29.091307,1752.4657
NE,CE,2016-10-01,1.3285714,28.755787,51.37644,11.740901,29.032488,1793.8832
NE,CE,2016-11-01,0.9571429,28.983368,52.596287,12.043882,29.009365,1702.6921
NE,CE,2016-12-01,24.485716,28.379015,58.47751,9.961774,29.013811,1443.8192
NE,CE,2017-01-01,55.05714,27.951069,62.743084,8.150116,29.023485,1407.8561
NE,CE,2017-02-01,121.04284,26.992966,71.17021,6.9577594,29.025116,1364.6735
NE,CE,2017-03-01,168.3285,25.744802,81.32392,5.022077,29.040356,1206.9926
NE,CE,2017-04-01,127.31427,26.191477,78.3359,6.010617,29.120789,1320.9811
NE,CE,2017-05-01,80.82856,26.549482,72.39946,6.352411,29.066345,1297.1803
NE,CE,2017-06-01,31.771427,26.55038,67.00108,7.4546413,29.131168,1325.1471
NE,CE,2017-07-01,33.242855,25.921425,62.277897,8.637061,29.193483,1337.6428
NE,CE,2017-08-01,6.0142856,27.283419,57.194527,9.368158,29.103659,1611.0597
NE,CE,2017-09-01,1.3999999,28.122671,52.05712,11.417365,29.100996,1797.6615
NE,CE,2017-10-01,7.242858,28.606646,55.356438,11.614617,29.04059,1725.4915
NE,CE,2017-11-01,10.057144,28.172861,57.645306,9.78996,28.974205,1612.9861
NE,CE,2017-12-01,22.285715,28.426592,59.664333,9.957957,29.012213,1477.3788
NE,CE,2018-01-01,54.25714,27.69032,63.692425,8.231758,29.024582,1380.6428
NE,CE,2018-02-01,141.64284,26.427118,73.802025,5.8033214,29.020327,1309.2773
NE,CE,2018-03-01,96.374985,26.70199,74.08288,6.399176,28.939217,1495.7311
NE,CE,2018-04-01,125.01251,25.620481,78.944824,5.570268,28.966204,1343.8131
NE,CE,2018-05-01,50.687492,25.38491,75.851685,5.647811,28.987568,1313.0637
NE,CE,2018-06-01,10.912501,25.425743,68.114914,7.346764,29.025072,1385.4987
NE,CE,2018-07-01,22.699999,26.08292,62.54834,7.896666,29.028822,1432.3508
NE,CE,2018-08-01,8.275001,26.76427,59.065117,8.355663,29.04439,1612.994
NE,CE,2018-09-01,1.5,27.616842,56.80722,10.268543,28.981035,1733.77
NE,CE,2018-10-01,5.375,28.070667,58.174507,10.144754,28.959837,1631.6229
NE,CE,2018-11-01,19.862501,28.415882,56.561153,10.566828,28.900415,1523.7557
NE,CE,2018-12-01,86.35,26.756536,68.73815,7.371566,28.952414,1355.5553
NE,CE,2019-01-01,75.59998,26.640434,71.03476,7.1053205,28.954477,1335.7332
NE,CE,2019-02-01,115.24998,26.294374,76.99707,5.895587,28.981665,1304.2416
NE,CE,2019-03-01,142.8,25.830776,82.275696,5.2843566,29.060719,1300.054
NE,CE,2019-04-01,105.87498,25.750048,84.06572,4.799934,29.059902,1227.1545
NE,CE,2019-05-01,71.2625,25.775318,78.831924,6.729193,28.929987,1205.9222
NE,CE,2019-06-01,33.725006,26.001312,69.047905,8.404711,29.030077,1360.9216
NE,CE,2019-07-01,21.562502,25.931736,66.240265,10.025291,28.989174,1301.7806
NE,CE,2019-08-01,4.1750007,26.672941,57.48478,11.443861,29.053518,1501.2778
NE,CE,2019-09-01,3.5375,27.573488,56.031494,12.088822,29.005804,1563.7059
NE,CE,2019-10-01,4.0125,28.241322,54.16206,12.22399,28.936787,1675.1848
NE,CE,2019-11-01,7.3624997,28.685514,56.448673,11.421424,28.967674,1654.816
NE,CE,2019-12-01,21.587503,28.714743,56.58036,11.003819,28.912006,1540.5714
NE,CE,2020-01-01,116.36248,26.802439,73.09428,7.6152434,28.881939,1201.489
NE,CE,2020-02-01,112.34999,25.987238,80.69741,6.4987836,28.89061,1228.5853
NE,CE,2020-03-01,157.05002,25.895294,81.657555,5.0891976,28.827951,1177.4253
NE,CE,2020-04-01,75.437515,26.332302,72.72009,5.545915,29.073166,1255.7762
NE,CE,2020-05-01,44.55,25.971462,77.87779,6.131152,29.104029,1212.7449
NE,CE,2020-06-01,11.137499,25.71091,71.28187,7.6755204,29.116053,1224.5094
NE,CE,2020-07-01,12.087501,26.354498,60.83858,8.86113,29.112705,1463.0234
NE,CE,2020-08-01,1.2625,26.835888,55.234882,9.732168,29.076656,1569.1914
NE,CE,2020-09-01,0.6999999,26.593386,59.89945,10.836551,28.90789,1452.8297
NE,CE,2020-10-01,1.7125002,27.756168,58.624905,10.909955,28.860277,1578.8055
NE,CE,2020-11-01,13.287502,27.582994,63.02096,10.43452,28.84297,1405.1224
NE,CE,2020-12-01,13.400001,27.50951,61.375748,10.797897,28.844215,1374.7197
NE,CE,2021-01-01,34.174995,26.92939,66.66574,9.585566,28.835707,1209.4637
NE,CE,2021-02-01,57.22499,26.580172,71.72268,8.217862,28.835808,1277.8381
NE,CE,2021-03-01,89.7625,26.075365,76.3534,7.1648016,29.01062,1212.0511
NE,CE,2021-04-01,58.612495,26.041048,76.28544,7.202313,29.01792,1294.6981
CO,DF,2015-01-01,79.80001,22.9505,65.47568,7.2107797,26.499945,1732.026
CO,DF,2015-02-01,156.79996,21.90798,73.77012,8.042716,26.487494,1474.9984
CO,DF,2015-03-01,291.66666,20.99958,83.5008,6.166802,26.488123,1190.0093
CO,DF,2015-04-01,238.2666,21.707884,81.52343,6.10875,26.496935,1287.0643
CO,DF,2015-05-01,34.133335,20.063377,76.85206,7.809191,26.43751,1312.225
CO,DF,2015-06-01,0.0,19.337637,66.82746,8.948337,26.605886,1420.8502
CO,DF,2015-07-01,1.4000001,19.882042,58.891064,8.60792,26.584099,1438.4652
CO,DF,2015-08-01,0.0,21.20533,46.12978,9.839477,26.564417,1743.7344
CO,DF,2015-09-01,19.800003,24.58274,44.113094,8.357944,26.497732,1700.7631
CO,DF,2015-10-01,81.53333,25.335424,46.992893,8.683324,26.484968,1677.0513
CO,DF,2015-11-01,159.39998,23.622955,67.49659,7.206143,26.44667,1487.0947
CO,DF,2015-12-01,162.99998,23.235512,69.46029,7.167413,26.49678,1545.6093
CO,DF,2016-01-01,371.33337,21.74189,84.16529,7.945768,26.451788,1193.2606
CO,DF,2016-02-01,85.666664,23.136114,70.021545,7.042148,26.504028,1736.9888
CO,DF,2016-03-01,121.13331,22.803778,73.502495,6.8801665,26.522764,1504.3341
CO,DF,2016-04-01,4.866667,23.152216,59.976955,7.760164,26.510925,1692.0353
CO,DF,2016-05-01,11.066666,21.967125,61.00078,6.923115,26.563482,1494.1737
CO,DF,2016-06-01,0.66666675,19.987198,58.76711,7.7413316,26.600054,1411.9047
CO,DF,2016-07-01,0.0,20.427713,50.12277,8.500583,26.583353,1534.4283
CO,DF,2016-08-01,13.133332,21.808966,49.07555,8.785392,26.555336,1564.0258
CO,DF,2016-09-01,37.533337,23.801865,46.46037,9.222535,26.524652,1686.1571
CO,DF,2016-10-01,129.2,23.310183,61.27174,8.100501,26.469702,1474.2404
CO,DF,2016-11-01,204.4666,21.971962,75.97996,7.991757,26.452063,1245.9648
CO,DF,2016-12-01,163.66663,22.275648,72.274506,8.336414,26.468119,1534.2925
CO,DF,2017-01-01,152.79997,22.41365,71.67313,6.710476,26.477633,1520.6146
CO,DF,2017-02-01,225.4499,21.681719,77.56292,8.047918,26.491484,1446.5212
CO,DF,2017-03-01,154.09998,22.329948,74.24356,6.632622,26.493319,1534.99
CO,DF,2017-04-01,37.9,22.400814,71.98973,7.4997797,26.51676,1549.8721
CO,DF,2017-05-01,40.9,20.960526,70.51335,7.342,26.547817,1374.2686
CO,DF,2017-06-01,0.0,19.683947,63.185333,8.943332,26.593008,1446.32
CO,DF,2017-07-01,0.0,17.769207,53.96455,11.650426,26.607311,1580.0289
CO,DF,2017-08-01,0.0,21.95249,40.577915,9.368977,26.503521,1752.8992
CO,DF,2017-09-01,11.92,22.1256,41.402527,12.232874,26.519913,1825.7493
CO,DF,2017-10-01,28.680002,25.016611,43.83881,10.18304,26.424622,1711.9785
CO,DF,2017-11-01,302.31998,21.863922,76.4909,8.15914,26.39445,1258.3148
CO,DF,2017-12-01,243.79997,21.787928,78.8813,7.19403,26.399988,1287.9828
CO,DF,2018-01-01,132.16,22.026691,72.99109,7.277364,26.425919,1587.5554
CO,DF,2018-02-01,180.03995,21.743685,78.1906,7.679175,26.409607,1537.0775
CO,DF,2018-03-01,217.76001,22.1402,78.18872,6.656369,26.425247,1453.2697
CO,DF,2018-04-01,107.43999,20.848492,77.90944,7.9133515,26.482738,1295.5994
CO,DF,2018-05-01,21.72,19.93468,67.464325,8.419288,26.516102,1518.6339
CO,DF,2018-06-01,0.0,19.652666,60.118324,7.979454,26.546854,1458.8845
CO,DF,2018-07-01,0.0,19.581856,53.123116,8.32016,26.542542,1568.2156
CO,DF,2018-08-01,22.439999,21.79575,50.904102,8.473383,26.524384,1557.3142
CO,DF,2018-09-01,43.24,23.465424,46.0039,8.329359,26.442444,1798.1882
CO,DF,2018-10-01,190.79996,23.336004,67.96714,7.137779,26.420914,1356.3871
CO,DF,2018-11-01,355.16006,21.276228,81.67416,7.432495,26.414883,1200.8042
CO,DF,2018-12-01,166.67998,21.95897,74.82638,7.5609,26.443121,1438.818
CO,DF,2019-01-01,85.92,22.990616,67.436356,7.541384,26.477016,1750.2012
CO,DF,2019-02-01,181.03995,22.49619,76.5823,6.680896,26.438547,1501.9661
CO,DF,2019-03-01,225.99995,21.987568,80.16922,6.757529,26.459824,1339.1139
CO,DF,2019-04-01,227.19995,21.833176,80.03119,5.635425,26.462017,1344.6278
CO,DF,2019-05-01,74.92,21.440674,73.36586,6.475839,26.480566,1432.9799
CO,DF,2019-06-01,2.56,19.56671,64.55222,8.769511,26.558636,1488.2097
CO,DF,2019-07-01,0.04,19.21223,54.95887,8.903986,26.545746,1558.2996
CO,DF,2019-08-01,0.0,21.64077,46.955894,9.8463955,26.561008,1632.9478
CO,DF,2019-09-01,4.4,24.630585,39.7931,9.452015,26.47948,1818.0557
CO,DF,2019-10-01,72.2,24.455845,52.807568,8.130724,26.425745,1619.7385
CO,DF,2019-11-01,207.71997,22.997875,70.511635,7.244385,26.396832,1418.0634
CO,DF,2019-12-01,246.07999,22.752304,74.17037,7.3465347,26.4164,1458.5873
CO,DF,2020-01-01,394.44012,22.429186,79.43419,7.7399545,26.41485,1398.6877
CO,DF,2020-02-01,329.56,21.928398,81.62941,6.504257,26.448431,1367.251
CO,DF,2020-03-01,331.24002,21.926388,80.97694,7.256649,26.440435,1370.0978
CO,DF,2020-04-01,215.11996,21.617516,79.33553,7.1679163,26.483282,1357.506
CO,DF,2020-05-01,24.720001,19.628096,73.21077,7.030604,26.518932,1420.4854
CO,DF,2020-06-01,0.0,19.403614,66.455,7.796199,26.539179,1438.6495
CO,DF,2020-07-01,0.0,19.315979,55.96955,8.474825,26.5324,1583.5648
CO,DF,2020-08-01,0.0,20.714212,50.091713,9.854585,26.520594,1702.263
CO,DF,2020-09-01,31.679998,23.590004,41.313786,9.251175,26.48786,1860.1771
CO,DF,2020-10-01,155.55997,23.956768,60.21093,8.182728,26.421803,1417.4443
CO,DF,2020-11-01,174.87996,21.98263,74.545944,7.891032,26.421528,1440.0305
CO,DF,2020-12-01,217.95996,22.623617,72.07997,6.595767,26.415405,1505.1471
CO,DF,2021-01-01,155.63998,22.403988,72.39479,6.7288027,26.420902,1650.1902
CO,DF,2021-02-01,528.08014,21.236368,84.17612,6.4773893,26.398968,1279.7957
CO,DF,2021-03-01,107.83998,21.893436,72.69817,6.7351775,26.43808,1534.0299
CO,DF,2021-04-01,99.55998,21.068645,73.142975,6.7015276,26.451838,1424.2621
SE,ES,2015-01-01,9.822223,27.106049,63.605545,10.656749,29.240086,1986.5638
SE,ES,2015-02-01,99.51111,26.60192,69.3845,9.6463785,29.222147,1701.4153
SE,ES,2015-03-01,84.97777,25.997894,72.7994,8.197671,29.215237,1679.8904
SE,ES,2015-04-01,54.600002,23.93366,75.43461,7.5434647,29.248453,1348.2755
SE,ES,2015-05-01,120.28885,21.587942,80.93082,7.3349457,29.339169,1097.877
SE,ES,2015-06-01,99.51109,21.005405,80.96368,7.680799,29.423777,1008.86957
SE,ES,2015-07-01,31.97778,20.930923,80.653725,6.921813,29.399519,1108.3076
SE,ES,2015-08-01,41.533333,21.09966,75.755486,7.6140704,29.396742,1303.7743
SE,ES,2015-09-01,43.111103,23.796999,72.213974,9.735385,29.274035,1455.7905
SE,ES,2015-10-01,39.75556,24.7984,68.46932,10.768579,29.279324,1580.4973
SE,ES,2015-11-01,63.62222,26.079777,72.457794,9.336711,29.161299,1532.3889
SE,ES,2015-12-01,78.82223,26.497204,70.459015,9.527939,29.227257,1692.1349
SE,ES,2016-01-01,205.79994,25.514534,77.119415,8.6787615,29.175642,1369.8416
SE,ES,2016-02-01,36.066666,27.014406,70.022354,8.398967,29.223158,1833.5189
SE,ES,2016-03-01,83.51109,26.169256,74.52511,7.629308,29.259007,1600.7782
SE,ES,2016-04-01,21.6,25.547716,73.37482,7.514155,29.381775,1479.402
SE,ES,2016-05-01,13.866668,22.865618,73.98605,7.603859,29.329372,1192.4037
SE,ES,2016-06-01,48.177773,21.08817,76.712494,7.408442,29.404707,943.3571
SE,ES,2016-07-01,35.888897,20.797829,75.648705,7.607195,29.393894,1109.9675
SE,ES,2016-08-01,18.955555,21.564177,72.22678,8.598201,29.362457,1295.2285
SE,ES,2016-09-01,34.555557,22.628008,72.22163,9.261378,29.3369,1349.1069
SE,ES,2016-10-01,92.48888,22.946314,76.94389,9.145911,29.263231,1230.0562
SE,ES,2016-11-01,213.68889,23.514977,78.548195,8.799519,29.216099,1291.9825
SE,ES,2016-12-01,173.95554,25.043669,77.54572,8.946171,29.196459,1472.3999
SE,ES,2017-01-01,28.777779,26.43234,68.4996,9.865908,29.212284,1793.8739
SE,ES,2017-02-01,69.30908,25.271873,76.38154,7.653253,29.141737,1602.5773
SE,ES,2017-03-01,74.353836,24.979248,74.01509,7.7507358,29.164162,1541.4865
SE,ES,2017-04-01,39.06155,23.83862,76.677315,7.3873496,29.213785,1301.4314
SE,ES,2017-05-01,69.63077,21.682318,79.08328,6.625856,29.204752,1070.5913
SE,ES,2017-06-01,51.276924,21.32236,79.86823,6.9161363,29.266602,1111.4464
SE,ES,2017-07-01,80.24614,18.915901,81.47298,6.856924,29.468794,1033.1562
SE,ES,2017-08-01,11.815384,19.548334,75.15655,7.09564,29.330187,1249.3071
SE,ES,2017-09-01,26.600004,20.768726,75.03936,8.362477,29.38327,1364.3455
SE,ES,2017-10-01,39.184616,24.19315,70.26661,10.017263,29.209476,1600.2864
SE,ES,2017-11-01,141.4,23.287426,77.19242,8.749697,29.15081,1187.3536
SE,ES,2017-12-01,222.21536,24.559824,78.44799,7.5836725,29.116507,1324.9921
SE,ES,2018-01-01,91.323074,26.093533,71.30739,8.551072,29.141233,1651.6252
SE,ES,2018-02-01,150.18456,25.025099,78.008,6.9668727,29.12888,1394.0134
SE,ES,2018-03-01,134.38461,25.660109,78.41872,6.521746,29.120422,1513.3698
SE,ES,2018-04-01,151.58461,22.885916,83.15623,5.8191867,29.251537,1204.3624
SE,ES,2018-05-01,108.75384,21.395155,82.74905,6.0231853,29.291557,1098.964
SE,ES,2018-06-01,39.476925,21.086037,77.09068,6.09187,29.326366,1009.3894
SE,ES,2018-07-01,10.830769,20.440786,77.96955,5.9831467,29.33176,1184.8657
SE,ES,2018-08-01,79.07691,20.780794,80.88457,7.065998,29.328655,985.365
SE,ES,2018-09-01,27.861544,22.137468,76.34278,8.157336,29.229319,1132.44
SE,ES,2018-10-01,101.21538,23.25315,78.40007,8.760616,29.182339,1087.6248
SE,ES,2018-11-01,202.27693,23.733105,80.24814,8.416463,29.187813,1124.714
SE,ES,2018-12-01,194.56923,24.55994,80.22249,7.612529,29.144697,1276.7439
SE,ES,2019-01-01,14.307694,26.42642,72.468,8.2206335,29.205536,1726.9991
SE,ES,2019-02-01,118.70768,26.580935,75.636856,7.401652,29.125273,1445.529
SE,ES,2019-03-01,101.61537,25.86871,76.64572,7.350841,29.169344,1367.5558
SE,ES,2019-04-01,59.738457,25.177525,79.709335,6.352952,29.168413,1239.3751
SE,ES,2019-05-01,103.38461,23.505278,81.561,6.003982,29.20789,1005.90173
SE,ES,2019-06-01,40.323074,21.557085,80.63337,6.1561937,29.346111,940.1091
SE,ES,2019-07-01,25.169231,20.080757,75.6571,7.0646844,29.338604,1049.9298
SE,ES,2019-08-01,50.969234,20.37892,77.015175,7.8722053,29.394548,1031.9517
SE,ES,2019-09-01,53.6,22.414846,74.420166,8.6033535,29.284206,1144.5334
SE,ES,2019-10-01,56.815384,23.707102,73.9134,8.376529,29.20939,1408.2872
SE,ES,2019-11-01,279.1539,24.014883,78.29406,7.8658175,29.142002,1177.3179
SE,ES,2019-12-01,132.23076,24.671427,76.786285,7.5296264,29.098587,1305.69
SE,ES,2020-01-01,254.58456,25.422115,73.08293,7.8587503,29.102104,1246.5916
SE,ES,2020-02-01,129.96922,25.731262,72.190414,7.157203,29.15613,1410.5581
SE,ES,2020-03-01,171.53842,24.459612,72.907364,6.8735247,29.178684,1343.9012
SE,ES,2020-04-01,29.769236,24.052687,70.11264,7.345963,29.21936,1189.0459
SE,ES,2020-05-01,31.72308,22.42747,68.5062,7.2492785,29.245491,1278.7579
SE,ES,2020-06-01,29.200003,22.526709,68.57661,7.3151155,29.288473,1089.2346
SE,ES,2020-07-01,41.292305,22.269907,67.94014,7.63252,29.279007,1275.4738
SE,ES,2020-08-01,21.553852,21.931787,73.03594,10.129404,29.327328,1253.5876
SE,ES,2020-09-01,41.04615,23.42414,69.26179,8.384846,29.351412,1386.7057
SE,ES,2020-10-01,134.04616,24.020395,74.17515,8.190118,29.249044,1125.6757
SE,ES,2020-11-01,68.39998,23.709673,79.036896,7.8425064,29.25054,1284.371
SE,ES,2020-12-01,118.676926,25.92063,73.59139,8.50846,29.212906,1625.2914
SE,ES,2021-01-01,29.73846,26.117514,67.54313,8.734643,29.241272,1758.0303
SE,ES,2021-02-01,163.30765,25.293777,74.332855,7.821053,29.193102,1308.7393
SE,ES,2021-03-01,110.76921,25.845625,71.91732,7.065836,29.226997,1626.894
SE,ES,2021-04-01,43.476925,24.149231,70.41976,7.34568,29.274199,1350.1055
CO,GO,2015-01-01,81.21817,25.674023,64.299126,5.430054,27.509161,1859.5172
CO,GO,2015-02-01,179.5727,24.22246,73.302895,5.9833174,27.496624,1610.9137
CO,GO,2015-03-01,226.82721,23.627588,78.92962,4.76476,27.495739,1337.6924
CO,GO,2015-04-01,128.89088,23.959654,77.56979,4.205267,27.511198,1442.8912
CO,GO,2015-05-01,50.91818,22.070183,74.98808,5.000963,27.56355,1352.9464
CO,GO,2015-06-01,7.354547,21.459318,65.96071,5.523325,27.618477,1387.618
CO,GO,2015-07-01,8.018182,22.056898,58.761887,5.6205144,27.598675,1416.1654
CO,GO,2015-08-01,3.454545,23.43451,44.888477,6.362201,27.572502,1660.4061
CO,GO,2015-09-01,28.372728,26.364286,46.099922,6.2165947,27.489302,1602.722
CO,GO,2015-10-01,71.14545,27.612097,49.32352,6.428522,27.483152,1655.266
CO,GO,2015-11-01,160.39087,25.656292,67.6281,5.721641,27.449932,1526.102
CO,GO,2015-12-01,129.31815,25.169392,69.67882,5.3097677,27.5019,1552.2465
CO,GO,2016-01-01,313.69092,23.75451,82.44779,5.9632754,27.451777,1233.7394
CO,GO,2016-02-01,123.636345,24.996674,72.27901,4.6721344,27.507483,1666.2814
CO,GO,2016-03-01,154.93634,24.658525,74.64969,4.808804,27.52571,1474.9904
CO,GO,2016-04-01,12.563638,24.434227,61.594948,4.929378,27.521193,1645.5493
CO,GO,2016-05-01,13.954544,23.44294,61.533016,4.4782124,27.575842,1453.0154
CO,GO,2016-06-01,7.363637,21.802406,57.692516,4.927063,27.620888,1361.7074
CO,GO,2016-07-01,0.009090909,22.720797,45.721092,5.6124477,27.597887,1537.3198
CO,GO,2016-08-01,13.88182,23.797302,46.48142,5.8512526,27.563606,1522.864
CO,GO,2016-09-01,24.381807,26.01416,43.317738,6.151746,27.532953,1693.4718
CO,GO,2016-10-01,83.82726,25.658403,57.282043,6.1319933,27.473675,1607.6754
CO,GO,2016-11-01,169.3818,24.05136,72.30958,5.8044286,27.453753,1350.0581
CO,GO,2016-12-01,144.99998,24.350025,72.03069,6.032509,27.471495,1578.7384
CO,GO,2017-01-01,164.44543,24.282751,72.616585,5.090142,27.486086,1522.095
CO,GO,2017-02-01,180.76361,23.77472,76.03264,5.4239283,27.480711,1522.2365
CO,GO,2017-03-01,161.6727,24.359362,73.7874,4.5874186,27.488295,1551.813
CO,GO,2017-04-01,78.818184,24.192263,71.54278,4.8301992,27.512835,1532.6421
CO,GO,2017-05-01,51.209095,23.447615,67.626595,4.6127496,27.543413,1466.2423
CO,GO,2017-06-01,1.2521739,21.625725,59.807056,5.5175786,27.59693,1409.5829
CO,GO,2017-07-01,0.0,19.913027,51.762165,7.171991,27.747208,1538.7004
CO,GO,2017-08-01,0.7083333,24.295267,40.39898,6.184445,27.636831,1659.3546
CO,GO,2017-09-01,13.016667,25.443178,36.787235,8.838229,27.645863,1772.7133
CO,GO,2017-10-01,56.866657,27.204042,44.639416,7.254845,27.5487,1670.7322
CO,GO,2017-11-01,229.00832,24.400616,70.26591,6.207326,27.526474,1391.2836
CO,GO,2017-12-01,241.63332,23.827894,76.63012,5.7466884,27.533812,1284.1215
CO,GO,2018-01-01,177.73596,24.077204,73.31524,5.5988603,27.524008,1566.6339
CO,GO,2018-02-01,170.91197,23.93126,76.425575,5.0797153,27.511963,1509.0873
CO,GO,2018-03-01,137.49599,24.754164,74.248375,4.816662,27.526907,1578.3656
CO,GO,2018-04-01,90.55999,23.092157,73.90391,4.6982975,27.574543,1446.3137
CO,GO,2018-05-01,17.504002,21.849033,64.50298,4.8297167,27.609793,1470.9886
CO,GO,2018-06-01,0.128,21.788752,58.96463,4.6716704,27.640022,1384.3041
CO,GO,2018-07-01,0.0,21.615017,49.79904,5.0717936,27.635664,1493.0966
CO,GO,2018-08-01,12.752,23.925117,46.653965,5.78625,27.613703,1527.7124
CO,GO,2018-09-01,40.4,25.574312,46.000557,5.9103155,27.564354,1607.6178
CO,GO,2018-10-01,141.30768,25.44518,67.11871,5.22187,27.54541,1379.7863
CO,GO,2018-11-01,297.83844,23.708813,77.77121,5.216632,27.535433,1207.7278
CO,GO,2018-12-01,213.99226,24.45009,71.74692,5.1017537,27.568356,1520.6127
CO,GO,2019-01-01,108.5923,24.982924,68.53952,4.7375064,27.605196,1667.115
CO,GO,2019-02-01,205.1461,24.489777,75.260284,4.562455,27.563412,1457.3958
CO,GO,2019-03-01,202.52304,24.161236,77.701225,4.4408026,27.589985,1401.9406
CO,GO,2019-04-01,116.24615,24.18943,76.46057,3.7163556,27.58956,1340.6345
CO,GO,2019-05-01,39.061535,23.439047,71.07405,3.8087523,27.610579,1314.7534
CO,GO,2019-06-01,0.19999999,21.791817,59.788677,5.1100225,27.693129,1335.4529
CO,GO,2019-07-01,1.6153845,21.383366,50.864254,5.29819,27.680784,1390.2155
CO,GO,2019-08-01,1.3076923,24.030766,43.697483,6.3289194,27.69116,1466.9093
CO,GO,2019-09-01,16.161541,27.782902,36.76892,6.5830874,27.591534,1674.4286
CO,GO,2019-10-01,70.58461,26.944725,52.363113,5.8463135,27.549389,1607.7356
CO,GO,2019-11-01,150.62305,25.628935,66.24616,5.2434635,27.52103,1496.4675
CO,GO,2019-12-01,183.4846,25.40087,70.339874,5.066828,27.541782,1587.8552
CO,GO,2020-01-01,261.7,25.065306,74.79835,5.249588,27.538754,1525.4333
CO,GO,2020-02-01,274.85385,24.69265,76.96248,4.8168564,27.573055,1454.5057
CO,GO,2020-03-01,176.85385,24.620644,75.250786,4.563971,27.570131,1479.4989
CO,GO,2020-04-01,102.97691,24.109066,74.916084,4.1799636,27.613625,1415.3616
CO,GO,2020-05-01,19.73846,21.707064,68.03671,4.4207935,27.658377,1418.2487
CO,GO,2020-06-01,0.62307686,22.307135,60.493874,5.1114216,27.680159,1378.4468
CO,GO,2020-07-01,0.0,22.45265,49.888718,5.9113827,27.665352,1481.2584
CO,GO,2020-08-01,0.061538465,23.935122,43.0007,6.7769012,27.643433,1546.7046
CO,GO,2020-09-01,10.561538,27.207468,35.206417,6.5238795,27.610506,1718.1133
CO,GO,2020-10-01,104.32307,27.277868,52.373657,5.873089,27.488892,1482.8818
CO,GO,2020-11-01,87.94615,25.415512,61.38812,5.4419475,27.5095,1660.8043
CO,GO,2020-12-01,154.76154,25.47166,68.66913,4.913049,27.548037,1566.6255
CO,GO,2021-01-01,127.0,25.39913,68.18539,4.67857,27.514473,1630.0853
CO,GO,2021-02-01,223.66154,24.741331,73.90335,5.032986,27.526167,1432.2657
CO,GO,2021-03-01,85.046135,25.22157,66.560165,5.1991,27.570852,1712.2207
CO,GO,2021-04-01,58.607693,24.53356,63.51686,4.5930266,27.598658,1595.0216
NE,MA,2015-01-01,75.52498,26.58878,74.10211,5.2602153,29.433887,1390.9408
NE,MA,2015-02-01,142.08751,26.070538,78.965324,4.584915,29.428211,1311.0098
NE,MA,2015-03-01,205.81248,25.802443,81.8558,3.6859677,29.390327,1318.8474
NE,MA,2015-04-01,146.70003,26.701046,78.656204,3.8286831,29.388361,1498.8904
NE,MA,2015-05-01,95.575005,26.518816,78.369225,3.5839872,29.413958,1369.4849
NE,MA,2015-06-01,29.324997,26.47646,69.9826,4.5420833,29.452404,1503.1427
NE,MA,2015-07-01,22.350002,26.9377,64.99041,5.4198275,29.44022,1541.7944
NE,MA,2015-08-01,1.8625001,27.937792,56.08965,6.6269007,29.429216,1587.4835
NE,MA,2015-09-01,4.1125,29.011427,56.00244,7.1675916,29.4045,1587.1414
NE,MA,2015-10-01,18.1,29.188942,58.017986,7.5056186,29.415197,1533.9049
NE,MA,2015-11-01,14.525001,28.794388,62.22717,6.893065,29.38011,1362.5659
NE,MA,2015-12-01,30.575,29.26007,59.959312,7.6202455,29.391626,1361.5424
NE,MA,2016-01-01,173.12498,26.919746,77.59099,6.0149236,29.45236,1100.5079
NE,MA,2016-02-01,70.61249,27.581488,73.66965,6.3049974,29.415495,1462.959
NE,MA,2016-03-01,169.89998,27.101334,79.44518,4.761608,29.415129,1228.695
