country,semana,total_registros,latitude,longitude,temperature_celsius,wind_kph,pressure_in,precip_mm,humidity,cloud,feels_like_celsius,uv_index
Bolivia,2025-11-02T00:00:00Z,14,-15.113199999999999,-66.17125,18.84285714285714,6.0928571428571425,29.805714285714284,0.015,79.64285714285714,41.92857142857143,19.757142857142856,0
Bolivia,2025-11-09T00:00:00Z,14,-15.113199999999999,-66.17125,17.15714285714286,5.85,29.874285714285715,0.3628571428571429,85.85714285714286,65.14285714285714,17.457142857142856,0
Bolivia,2025-11-16T00:00:00Z,14,-15.113199999999999,-66.17125,17.185714285714287,5.128571428571429,29.832857142857144,0.045714285714285714,79.92857142857143,42.142857142857146,17.62857142857143,0
Bolivia,2025-11-23T00:00:00Z,14,-15.113199999999999,-66.17125,17.492857142857144,4.821428571428571,29.84285714285714,0.09928571428571428,85.35714285714286,63.857142857142854,18.12142857142857,0
Bolivia,2025-11-30T00:00:00Z,6,-15.113199999999999,-66.17125,18.833333333333332,4.966666666666667,29.736666666666668,0.6983333333333334,83.5,74.83333333333333,20.1,0
Brazil,2024-05-12T00:00:00Z,4,-2.08,-58.17,28.2,5.875,29.8675,0.4125,79.75,74.75,32.95,6
Brazil,2024-05-19T00:00:00Z,7,-2.08,-58.17,29.357142857142858,6.785714285714286,29.912857142857142,0.6757142857142857,76.14285714285714,71.42857142857143,34.642857142857146,7.571428571428571
Brazil,2024-05-26T00:00:00Z,7,-2.08,-58.17,27.257142857142856,4.171428571428572,29.951428571428572,0.7314285714285714,84.85714285714286,68.57142857142857,31.34285714285714,7.142857142857143
Brazil,2024-06-02T00:00:00Z,7,-2.08,-58.17,29.385714285714286,7.814285714285714,29.947142857142858,0.2057142857142857,71.71428571428571,70.57142857142857,33.92857142857143,7.285714285714286
Brazil,2024-06-09T00:00:00Z,7,-2.08,-58.17,30.65714285714286,8.428571428571429,29.92,0.041428571428571426,62.142857142857146,36.857142857142854,34.75714285714286,8.571428571428571
Brazil,2024-06-16T00:00:00Z,7,-2.08,-58.17,29.82857142857143,6.428571428571429,29.887142857142855,0,62.285714285714285,17.857142857142858,33.05714285714286,8.428571428571429
Brazil,2024-06-23T00:00:00Z,7,-5.144285714285714,-56.52,27.9,6.014285714285714,29.95714285714286,0.012857142857142857,65.57142857142857,27.857142857142858,30.514285714285712,7.714285714285714
Brazil,2024-06-30T00:00:00Z,7,-2.08,-58.17,29.742857142857144,6.228571428571429,29.911428571428573,0,60,14,32.58571428571428,8.428571428571429
Brazil,2024-07-07T00:00:00Z,7,-2.08,-58.17,29.085714285714285,6.014285714285714,29.935714285714287,0,59.714285714285715,27,31.314285714285713,8.428571428571429
Brazil,2024-07-14T00:00:00Z,7,-2.08,-58.17,27.785714285714285,4.1571428571428575,29.994285714285713,0.0014285714285714286,59,30.714285714285715,29.42857142857143,7.857142857142857
Brazil,2024-07-21T00:00:00Z,5,-2.08,-58.17,26.52,4.9,29.974,0,65.2,31.8,28.099999999999998,7.6
Brazil,2024-07-28T00:00:00Z,7,-2.08,-58.17,28.271428571428572,6.4,29.95,0,53.714285714285715,20.428571428571427,29.414285714285715,8
Brazil,2024-08-04T00:00:00Z,7,-2.08,-58.17,28.214285714285715,5.871428571428571,29.904285714285713,0,48.57142857142857,9,28.9,8
Brazil,2024-08-11T00:00:00Z,7,-2.08,-58.17,26.814285714285713,5.0285714285714285,29.96857142857143,0.004285714285714286,68.42857142857143,34.285714285714285,28.7,7.571428571428571
Brazil,2024-08-18T00:00:00Z,7,-2.08,-58.17,29.32857142857143,7.628571428571429,29.902857142857144,0,43.142857142857146,11,29.714285714285715,8.142857142857142
Brazil,2024-08-25T00:00:00Z,7,-2.08,-58.17,29.814285714285713,4.8428571428571425,29.94,0,46.285714285714285,22.714285714285715,30.714285714285715,8.142857142857142
Brazil,2024-09-01T00:00:00Z,7,-2.08,-58.17,30.32857142857143,5.300000000000001,29.88,0,41.285714285714285,22.142857142857142,30.757142857142856,8.714285714285714
Brazil,2024-09-08T00:00:00Z,7,-2.08,-58.17,31.54285714285714,8.414285714285715,29.865714285714287,0,42.42857142857143,12.714285714285714,32.6,9
Brazil,2024-09-15T00:00:00Z,7,-2.08,-58.17,26.400000000000002,5.3428571428571425,29.81714285714286,0,56.142857142857146,8.285714285714286,27.67142857142857,7.571428571428571
Brazil,2024-09-22T00:00:00Z,7,-2.08,-58.17,24.085714285714285,4.171428571428572,29.784285714285712,0.10142857142857142,73,46.142857142857146,25.757142857142856,3.5714285714285716
Brazil,2024-09-29T00:00:00Z,7,-2.0814142857142857,-58.16858571428571,23.15714285714286,3.9142857142857146,29.79285714285714,0.0014285714285714286,88.42857142857143,25.428571428571427,25.385714285714286,1.7142857142857142
